"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00204","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00205","","","","2","1","10","4","3","5","0","4","6","1","1","2","7","6","6","1.4","0","1.2","1.4","2.6","5","0.28","","0.28","1.25","0.5","1.25","0.5","0.35","0.14","0.3","0.12","100","53.84615385","40","4.666666667","11.66666667","4.666666667","11.66666667","4","10","8.666666667","21.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00206","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00207","","","","1","1","10","7","7","7","13","4","6","2","2","2","7","1","6","1.3","0.5","1.2","1.8","3","20","0.185714286","0.038461538","0.09","2.857142857","2","1","0.7","0.257142857","0.18","0.171428571","0.12","35","60","70","4.333333333","6.19047619","6","8.571428571","4","5.714285714","10","14.28571429"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00208","","","","2","1","10","3","3","0","2","2","3","1","1","1","5","3","6","0","0.2","1","0.2","1.2","2","","0.1","0.1","0.666666667","0.2","0","0","0.066666667","0.02","0.333333333","0.1","0","16.66666667","30","0","0","0.666666667","2.222222222","3.333333333","11.11111111","4","13.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00209","","","","2","2","10","8","8","13","17","6","7","3","3","1","6","4","5","2.5","0.8","0.6","3.3","3.9","30","0.192307692","0.047058824","0.11","3.75","3","1.625","1.3","0.4125","0.33","0.075","0.06","43.33333333","84.61538462","80","8.333333333","10.41666667","11","13.75","2","2.5","13","16.25"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00021","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00210","","","","","","10","0","0","0","0","","","","","","7","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00211","","","","","","10","2","0","0","0","","","","","","7","5","5","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","0","0","0","0","3.333333333","16.66666667","3.333333333","16.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00212","","","","","","10","0","0","0","0","","","","","","1","7","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00213","","","","2","2","10","6","5","4","2","3","6","3","3","2","3","3","8","0.8","0.2","0.2","1","1.2","6","0.2","0.1","0.166666667","1","0.6","0.666666667","0.4","0.166666667","0.1","0.033333333","0.02","66.66666667","83.33333333","60","2.666666667","4.444444444","3.333333333","5.555555556","0.666666667","1.111111111","4","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00214","","","","2","1","10","2","2","0","2","2","2","1","1","1","2","7","8","0","0.1","0.6","0.1","0.7","2","","0.05","0.05","1","0.2","0","0","0.05","0.01","0.3","0.06","0","14.28571429","20","0","0","0.333333333","1.666666667","2","10","2.333333333","11.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00215","","","","","","10","0","0","0","0","","","","","","","8","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00216","","","","2","1","10","6","5","1","5","2","3","1","1","1","3","6","8","0.3","0.3","0.2","0.6","0.8","6","0.3","0.06","0.1","1","0.6","0.166666667","0.1","0.1","0.06","0.033333333","0.02","16.66666667","75","60","1","1.666666667","2","3.333333333","0.666666667","1.111111111","2.666666667","4.444444444"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00217","","","","","","10","0","0","0","0","","","","","","1","8","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00218","","","","2","1","10","5","5","4","5","3","4","1","1","1","5","7","7","0.6","0.2","0.4","0.8","1.2","9","0.15","0.04","0.088888889","1.8","0.9","0.8","0.4","0.16","0.08","0.08","0.04","44.44444444","66.66666667","50","2","4","2.666666667","5.333333333","1.333333333","2.666666667","4","8"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00219","","","","2","1","10","1","1","2","2","3","4","1","1","1","6","3","5","0.4","0.2","0.8","0.6","1.4","4","0.2","0.1","0.15","4","0.4","2","0.2","0.6","0.06","0.8","0.08","50","42.85714286","10","1.333333333","13.33333333","2","20","2.666666667","26.66666667","4.666666667","46.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00022","","","","","","10","8","0","0","0","","","","","","3","8","8","0","0","1.8","0","1.8","0","","","","0","0","0","0","0","0","0.225","0.18","","0","80","0","0","0","0","6","7.5","6","7.5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00220","","","","2","1","10","3","1","2","0","2","3","1","1","2","8","4","4","0.3","0","4","0.3","4.3","2","0.15","","0.15","0.666666667","0.2","0.666666667","0.2","0.1","0.03","1.333333333","0.4","100","6.976744186","30","1","3.333333333","1","3.333333333","13.33333333","44.44444444","14.33333333","47.77777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00221","","","","2","1","10","3","2","4","0","3","4","1","1","2","7","5","5","0.7","0","4","0.7","4.7","4","0.175","","0.175","1.333333333","0.4","1.333333333","0.4","0.233333333","0.07","1.333333333","0.4","100","14.89361702","30","2.333333333","7.777777778","2.333333333","7.777777778","13.33333333","44.44444444","15.66666667","52.22222222"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00222","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00223","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00224","","","","","","10","1","0","0","0","","","","","","1","8","9","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.02","","0","10","0","0","0","0","0.666666667","6.666666667","0.666666667","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00225","","","","2","1","10","2","1","0","2","2","2","1","1","1","4","5","7","0","0.1","0.8","0.1","0.9","2","","0.05","0.05","1","0.2","0","0","0.05","0.01","0.4","0.08","0","11.11111111","20","0","0","0.333333333","1.666666667","2.666666667","13.33333333","3","15"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00226","","","","","","10","6","0","0","0","","","","","","6","3","6","0","0","3.8","0","3.8","0","","","","0","0","0","0","0","0","0.633333333","0.38","","0","60","0","0","0","0","12.66666667","21.11111111","12.66666667","21.11111111"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00227","","","","2","2","10","8","8","10","13","6","7","2","2","1","7","1","6","2.6","0.7","0.8","3.3","4.1","23","0.26","0.053846154","0.143478261","2.875","2.3","1.25","1","0.4125","0.33","0.1","0.08","43.47826087","80.48780488","80","8.666666667","10.83333333","11","13.75","2.666666667","3.333333333","13.66666667","17.08333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00228","","","","2","2","10","8","8","2","24","3","4","2","2","2","5","3","5","0.5","0.9","0.8","1.4","2.2","26","0.25","0.0375","0.053846154","3.25","2.6","0.25","0.2","0.175","0.14","0.1","0.08","7.692307692","63.63636364","80","1.666666667","2.083333333","4.666666667","5.833333333","2.666666667","3.333333333","7.333333333","9.166666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00229","","","","2","2","10","9","9","6","17","4","6","2","2","2","6","3","5","1.6","0.9","1.8","2.5","4.3","23","0.266666667","0.052941176","0.108695652","2.555555556","2.3","0.666666667","0.6","0.277777778","0.25","0.2","0.18","26.08695652","58.13953488","90","5.333333333","5.925925926","8.333333333","9.259259259","6","6.666666667","14.33333333","15.92592593"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00023","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00230","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00231","","","","2","2","10","8","6","4","7","3","5","4","4","1","7","4","5","1.1","0.4","4","1.5","5.5","11","0.275","0.057142857","0.136363636","1.375","1.1","0.5","0.4","0.1875","0.15","0.5","0.4","36.36363636","27.27272727","80","3.666666667","4.583333333","5","6.25","13.33333333","16.66666667","18.33333333","22.91666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00232","","","","2","2","10","9","8","5","4","5","6","2","2","2","7","4","5","1","0.3","3","1.3","4.3","9","0.2","0.075","0.144444444","1","0.9","0.555555556","0.5","0.144444444","0.13","0.333333333","0.3","55.55555556","30.23255814","90","3.333333333","3.703703704","4.333333333","4.814814815","10","11.11111111","14.33333333","15.92592593"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00233","","","","2","1","10","4","4","3","10","3","4","1","1","1","4","6","7","0.5","0.4","0.6","0.9","1.5","13","0.166666667","0.04","0.069230769","3.25","1.3","0.75","0.3","0.225","0.09","0.15","0.06","23.07692308","60","40","1.666666667","4.166666667","3","7.5","2","5","5","12.5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00234","","","","2","2","10","6","6","4","10","3","5","3","3","2","4","3","7","0.8","0.4","0.4","1.2","1.6","14","0.2","0.04","0.085714286","2.333333333","1.4","0.666666667","0.4","0.2","0.12","0.066666667","0.04","28.57142857","75","60","2.666666667","4.444444444","4","6.666666667","1.333333333","2.222222222","5.333333333","8.888888889"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00235","","","","2","2","10","5","3","3","0","3","3","3","3","2","4","7","7","0.4","0","0.2","0.4","0.6","3","0.133333333","","0.133333333","0.6","0.3","0.6","0.3","0.08","0.04","0.04","0.02","100","66.66666667","50","1.333333333","2.666666667","1.333333333","2.666666667","0.666666667","1.333333333","2","4"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00236","","","","3","1","10","9","9","10","12","5","5","1","1","2","4","7","8","1.8","0.6","0.2","2.4","2.6","22","0.18","0.05","0.109090909","2.444444444","2.2","1.111111111","1","0.266666667","0.24","0.022222222","0.02","45.45454545","92.30769231","90","6","6.666666667","8","8.888888889","0.666666667","0.740740741","8.666666667","9.62962963"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00237","","","","2","1","10","1","1","2","0","3","3","1","1","1","2","7","9","0.3","0","0.2","0.3","0.5","2","0.15","","0.15","2","0.2","2","0.2","0.3","0.03","0.2","0.02","100","60","10","1","10","1","10","0.666666667","6.666666667","1.666666667","16.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00238","","","","2","1","10","3","3","0","4","2","2","2","2","1","2","7","8","0","0.2","0.3","0.2","0.5","4","","0.05","0.05","1.333333333","0.4","0","0","0.066666667","0.02","0.1","0.03","0","40","30","0","0","0.666666667","2.222222222","1","3.333333333","1.666666667","5.555555556"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00239","","","","2","1","10","6","6","0","11","2","3","1","1","1","3","7","8","0","0.5","0.8","0.5","1.3","11","","0.045454545","0.045454545","1.833333333","1.1","0","0","0.083333333","0.05","0.133333333","0.08","0","38.46153846","60","0","0","1.666666667","2.777777778","2.666666667","4.444444444","4.333333333","7.222222222"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00024","","","","","","10","9","0","0","0","","","","","","9","4","4","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","90","0","0","0","0","","","",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00240","","","","2","1","10","3","3","0","8","2","3","1","1","1","3","8","8","0","0.4","0.4","0.4","0.8","8","","0.05","0.05","2.666666667","0.8","0","0","0.133333333","0.04","0.133333333","0.04","0","50","30","0","0","1.333333333","4.444444444","1.333333333","4.444444444","2.666666667","8.888888889"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00025","","","","2","2","10","8","3","1","12","3","3","2","2","1","3","7","8","0.2","0.4","18.6","0.6","19.2","13","0.2","0.033333333","0.046153846","1.625","1.3","0.125","0.1","0.075","0.06","2.325","1.86","7.692307692","3.125","80","0.666666667","0.833333333","2","2.5","62","77.5","64","80"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00026","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00027","","","","3","2","10","10","10","13","13","4","4","2","2","2","4","5","7","1.4","0.5","1.8","1.9","3.7","26","0.107692308","0.038461538","0.073076923","2.6","2.6","1.3","1.3","0.19","0.19","0.18","0.18","50","51.35135135","100","4.666666667","4.666666667","6.333333333","6.333333333","6","6","12.33333333","12.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00028","","","","2","1","10","7","3","1","3","4","5","1","1","1","4","5","7","0.3","0.3","1.4","0.6","2","4","0.3","0.1","0.15","0.571428571","0.4","0.142857143","0.1","0.085714286","0.06","0.2","0.14","25","30","70","1","1.428571429","2","2.857142857","4.666666667","6.666666667","6.666666667","9.523809524"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00029","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00003","","","","2","3","10","9","7","22","18","6","9","4","4","1","5","6","7","9.1","1.1","5","10.2","15.2","40","0.413636364","0.061111111","0.255","4.444444444","4","2.444444444","2.2","1.133333333","1.02","0.555555556","0.5","55","67.10526316","90","30.33333333","33.7037037","34","37.77777778","16.66666667","18.51851852","50.66666667","56.2962963"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00030","","","","2","2","10","8","7","6","9","5","7","2","2","1","5","4","6","2.4","0.6","2.8","3","5.8","15","0.4","0.066666667","0.2","1.875","1.5","0.75","0.6","0.375","0.3","0.35","0.28","40","51.72413793","80","8","10","10","12.5","9.333333333","11.66666667","19.33333333","24.16666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00031","","","","","","10","1","0","0","0","","","","","","5","6","6","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.1","0.01","","0","10","0","0","0","0","0.333333333","3.333333333","0.333333333","3.333333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00032","","","","1","1","10","6","2","0","3","2","2","1","1","1","7","5","5","0","0.1","0.1","0.1","0.2","3","","0.033333333","0.033333333","0.5","0.3","0","0","0.016666667","0.01","0.016666667","0.01","0","50","60","0","0","0.333333333","0.555555556","0.333333333","0.555555556","0.666666667","1.111111111"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00033","","","","3","1","10","6","2","0","4","2","2","1","1","1","6","5","5","0","0.1","2.2","0.1","2.3","4","","0.025","0.025","0.666666667","0.4","0","0","0.016666667","0.01","0.366666667","0.22","0","4.347826087","60","0","0","0.333333333","0.555555556","7.333333333","12.22222222","7.666666667","12.77777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00034","","","","2","1","10","8","7","12","0","4","5","2","2","2","6","1","6","1.8","0","2","1.8","3.8","12","0.15","","0.15","1.5","1.2","1.5","1.2","0.225","0.18","0.25","0.2","100","47.36842105","80","6","7.5","6","7.5","6.666666667","8.333333333","12.66666667","15.83333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00035","","","","3","1","10","4","2","0","2","5","3","2","2","1","3","8","8","0","0.2","0.1","0.2","0.3","2","","0.1","0.1","0.5","0.2","0","0","0.05","0.02","0.025","0.01","0","66.66666667","40","0","0","0.666666667","1.666666667","0.333333333","0.833333333","1","2.5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00036","","","","1","1","10","8","8","3","15","4","3","1","1","1","3","7","8","0.4","0.6","0.1","1","1.1","18","0.133333333","0.04","0.055555556","2.25","1.8","0.375","0.3","0.125","0.1","0.0125","0.01","16.66666667","90.90909091","80","1.333333333","1.666666667","3.333333333","4.166666667","0.333333333","0.416666667","3.666666667","4.583333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00037","","","","2","1","10","4","3","3","8","5","4","1","1","1","5","4","6","0.4","0.3","1.4","0.7","2.1","11","0.133333333","0.0375","0.063636364","2.75","1.1","0.75","0.3","0.175","0.07","0.35","0.14","27.27272727","33.33333333","40","1.333333333","3.333333333","2.333333333","5.833333333","4.666666667","11.66666667","7","17.5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00038","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00039","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00004","","","","1","2","10","8","8","21","31","6","7","2","2","1","6","4","4","6.4","1.9","4.8","8.3","13.1","52","0.304761905","0.061290323","0.159615385","6.5","5.2","2.625","2.1","1.0375","0.83","0.6","0.48","40.38461538","63.35877863","80","21.33333333","26.66666667","27.66666667","34.58333333","16","20","43.66666667","54.58333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00040","","","","3","4","10","8","8","11","16","6","6","4","4","1","2","8","8","2.7","0.7","1.8","3.4","5.2","27","0.245454545","0.04375","0.125925926","3.375","2.7","1.375","1.1","0.425","0.34","0.225","0.18","40.74074074","65.38461538","80","9","11.25","11.33333333","14.16666667","6","7.5","17.33333333","21.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00041","","","","2","1","10","3","2","2","6","3","3","2","2","1","6","6","6","0.3","0.3","1","0.6","1.6","8","0.15","0.05","0.075","2.666666667","0.8","0.666666667","0.2","0.2","0.06","0.333333333","0.1","25","37.5","30","1","3.333333333","2","6.666666667","3.333333333","11.11111111","5.333333333","17.77777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00042","","","","2","2","10","10","10","18","19","6","6","2","2","1","6","3","6","2.9","0.8","1.6","3.7","5.3","37","0.161111111","0.042105263","0.1","3.7","3.7","1.8","1.8","0.37","0.37","0.16","0.16","48.64864865","69.81132075","100","9.666666667","9.666666667","12.33333333","12.33333333","5.333333333","5.333333333","17.66666667","17.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00043","","","","2","1","10","6","6","8","12","4","5","2","2","1","3","5","8","1.3","0.4","1","1.7","2.7","20","0.1625","0.033333333","0.085","3.333333333","2","1.333333333","0.8","0.283333333","0.17","0.166666667","0.1","40","62.96296296","60","4.333333333","7.222222222","5.666666667","9.444444444","3.333333333","5.555555556","9","15"
