"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00202","","","","1","1","1","0","3","3","10","1","6","5","1","4","5","3","8","8","0.4","0","1.4","0.4","1.8","1","0.4","","0.4","0.333333333","0.1","0.333333333","0.1","0.133333333","0.04","0.466666667","0.14","100","22.22222222","30","1.333333333","4.444444444","1.333333333","4.444444444","4.666666667","15.55555556","6","20"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00203","","","","3","2","3","3","2","2","10","2","6","8","3","3","5","3","4","8","1","0.2","3.8","1.2","5","6","0.333333333","0.066666667","0.2","3","0.6","1.5","0.3","0.6","0.12","1.9","0.38","50","24","20","3.333333333","16.66666667","4","20","12.66666667","63.33333333","16.66666667","83.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00204","","","","","","0","0","7","7","10","0","","","","","","7","2","5","0","0","12.4","0","12.4","0","","","","0","0","0","0","0","0","1.771428571","1.24","","0","70","0","0","0","0","41.33333333","59.04761905","41.33333333","59.04761905"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00205","","","","","","0","0","3","3","10","0","","","","","","4","3","7","0","0","2.8","0","2.8","0","","","","0","0","0","0","0","0","0.933333333","0.28","","0","30","0","0","0","0","9.333333333","31.11111111","9.333333333","31.11111111"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00206","","","","","","0","0","2","2","10","0","","","","","","1","8","9","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0","0","0.666666667","3.333333333","0.666666667","3.333333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00207","","","","2","1","7","11","10","10","10","7","","","1","4","4","7","1","5","0.6","0.5","5.4","1.1","6.5","18","0.085714286","0.045454545","0.061111111","1.8","1.8","0.7","0.7","0.11","0.11","0.54","0.54","38.88888889","16.92307692","100","2","2","3.666666667","3.666666667","18","18","21.66666667","21.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00208","","","","","","0","0","6","6","10","0","","","","","","7","3","5","0","0","6.2","0","6.2","0","","","","0","0","0","0","0","0","1.033333333","0.62","","0","60","0","0","0","0","20.66666667","34.44444444","20.66666667","34.44444444"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00209","","","","1","1","8","10","8","8","10","5","","","2","4","6","4","4","7","2.3","0.7","6.2","3","9.2","18","0.2875","0.07","0.166666667","2.25","1.8","1","0.8","0.375","0.3","0.775","0.62","44.44444444","32.60869565","80","7.666666667","9.583333333","10","12.5","20.66666667","25.83333333","30.66666667","38.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00021","","","","2","4","12","18","9","9","10","8","","","4","3","4","5","5","5","1.3","1","2.2","2.3","4.5","30","0.108333333","0.055555556","0.076666667","3.333333333","3","1.333333333","1.2","0.255555556","0.23","0.244444444","0.22","40","51.11111111","90","4.333333333","4.814814815","7.666666667","8.518518519","7.333333333","8.148148148","15","16.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00210","","","","2","2","13","15","8","8","10","8","","","5","5","8","7","2","4","4","1.3","4","5.3","9.3","28","0.307692308","0.086666667","0.189285714","3.5","2.8","1.625","1.3","0.6625","0.53","0.5","0.4","46.42857143","56.98924731","80","13.33333333","16.66666667","17.66666667","22.08333333","13.33333333","16.66666667","31","38.75"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00211","","","","1","1","6","14","10","10","10","6","","","2","3","5","5","2","6","1.2","0.6","8.4","1.8","10.2","20","0.2","0.042857143","0.09","2","2","0.6","0.6","0.18","0.18","0.84","0.84","30","17.64705882","100","4","4","6","6","28","28","34","34"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00212","","","","1","1","14","18","10","10","10","10","","","3","4","4","6","2","5","1.5","1","6.2","2.5","8.7","32","0.107142857","0.055555556","0.078125","3.2","3.2","1.4","1.4","0.25","0.25","0.62","0.62","43.75","28.73563218","100","5","5","8.333333333","8.333333333","20.66666667","20.66666667","29","29"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00213","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00214","","","","1","2","30","48","10","10","10","8","","","4","3","7","7","2","4","6.4","3.7","11.6","10.1","21.7","78","0.213333333","0.077083333","0.129487179","7.8","7.8","3","3","1.01","1.01","1.16","1.16","38.46153846","46.5437788","100","21.33333333","21.33333333","33.66666667","33.66666667","38.66666667","38.66666667","72.33333333","72.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00215","","","","","","0","0","3","3","10","0","","","","","","1","8","9","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.2","0.06","","0","30","0","0","0","0","2","6.666666667","2","6.666666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00216","","","","3","1","13","23","7","7","10","7","3","","3","4","5","3","2","7","2","0.7","3.6","2.7","6.3","36","0.153846154","0.030434783","0.075","5.142857143","3.6","1.857142857","1.3","0.385714286","0.27","0.514285714","0.36","36.11111111","42.85714286","70","6.666666667","9.523809524","9","12.85714286","12","17.14285714","21","30"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00217","","","","1","1","13","4","5","5","10","3","1","8","1","4","5","5","3","5","2.7","0.1","4.8","2.8","7.6","17","0.207692308","0.025","0.164705882","3.4","1.7","2.6","1.3","0.56","0.28","0.96","0.48","76.47058824","36.84210526","50","9","18","9.333333333","18.66666667","16","32","25.33333333","50.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00218","","","","2","1","3","2","2","2","10","3","","","2","2","2","3","8","8","0.2","0.1","0.6","0.3","0.9","5","0.066666667","0.05","0.06","2.5","0.5","1.5","0.3","0.15","0.03","0.3","0.06","60","33.33333333","20","0.666666667","3.333333333","1","5","2","10","3","15"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00219","","","","2","3","20","26","10","10","10","10","","","6","4","5","6","1","5","3","1.8","3.2","4.8","8","46","0.15","0.069230769","0.104347826","4.6","4.6","2","2","0.48","0.48","0.32","0.32","43.47826087","60","100","10","10","16","16","10.66666667","10.66666667","26.66666667","26.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00022","","","","","","0","0","1","1","10","0","","","","","","2","9","8","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.04","","0","10","0","0","0","0","1.333333333","13.33333333","1.333333333","13.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00220","","","","1","1","3","10","8","8","10","7","8","7","1","5","3","3","7","8","0.3","0.4","5.8","0.7","6.5","13","0.1","0.04","0.053846154","1.625","1.3","0.375","0.3","0.0875","0.07","0.725","0.58","23.07692308","10.76923077","80","1","1.25","2.333333333","2.916666667","19.33333333","24.16666667","21.66666667","27.08333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00221","","","","","","0","0","5","5","10","0","","","","","","3","4","7","0","0","4","0","4","0","","","","0","0","0","0","0","0","0.8","0.4","","0","50","0","0","0","0","13.33333333","26.66666667","13.33333333","26.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00222","","","","2","2","2","1","2","2","10","2","8","","4","4","4","3","1","7","0.5","0.1","1","0.6","1.6","3","0.25","0.1","0.2","1.5","0.3","1","0.2","0.3","0.06","0.5","0.1","66.66666667","37.5","20","1.666666667","8.333333333","2","10","3.333333333","16.66666667","5.333333333","26.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00223","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00224","","","","4","1","2","0","4","4","10","2","","","5","3","2","3","7","7","0.2","0","3.8","0.2","4","2","0.1","","0.1","0.5","0.2","0.5","0.2","0.05","0.02","0.95","0.38","100","5","40","0.666666667","1.666666667","0.666666667","1.666666667","12.66666667","31.66666667","13.33333333","33.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00225","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00226","","","","","","0","0","3","3","10","0","","","","","","2","7","8","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.4","0.12","","0","30","0","0","0","0","4","13.33333333","4","13.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00227","","","","1","1","0","12","5","5","10","5","","","1","4","2","2","7","8","0","0.4","0.6","0.4","1","12","","0.033333333","0.033333333","2.4","1.2","0","0","0.08","0.04","0.12","0.06","0","40","50","0","0","1.333333333","2.666666667","2","4","3.333333333","6.666666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00228","","","","","","0","0","3","3","10","0","","","","","","1","9","9","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.133333333","0.04","","0","30","0","0","0","0","1.333333333","4.444444444","1.333333333","4.444444444"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00229","","","","1","1","0","6","7","7","10","3","","","1","2","3","3","8","8","0","0.2","1","0.2","1.2","6","","0.033333333","0.033333333","0.857142857","0.6","0","0","0.028571429","0.02","0.142857143","0.1","0","16.66666667","70","0","0","0.666666667","0.952380952","3.333333333","4.761904762","4","5.714285714"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00023","","","","1","4","13","13","10","10","10","10","5","","5","3","4","5","2","6","2.1","0.8","3.8","2.9","6.7","26","0.161538462","0.061538462","0.111538462","2.6","2.6","1.3","1.3","0.29","0.29","0.38","0.38","50","43.28358209","100","7","7","9.666666667","9.666666667","12.66666667","12.66666667","22.33333333","22.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00230","","","","1","1","0","15","10","10","10","2","","","2","2","2","5","2","6","0","0.6","9.4","0.6","10","15","","0.04","0.04","1.5","1.5","0","0","0.06","0.06","0.94","0.94","0","6","100","0","0","2","2","31.33333333","31.33333333","33.33333333","33.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00231","","","","3","2","4","8","4","4","10","4","","","4","2","3","3","6","7","0.3","0.3","2","0.6","2.6","12","0.075","0.0375","0.05","3","1.2","1","0.4","0.15","0.06","0.5","0.2","33.33333333","23.07692308","40","1","2.5","2","5","6.666666667","16.66666667","8.666666667","21.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00232","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00233","","","","","","0","0","6","6","10","0","","","","","","8","1","3","0","0","9.8","0","9.8","0","","","","0","0","0","0","0","0","1.633333333","0.98","","0","60","0","0","0","0","32.66666667","54.44444444","32.66666667","54.44444444"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00234","","","","1","1","5","5","7","7","10","4","","","3","3","7","7","3","4","1.9","1.8","16.4","3.7","20.1","10","0.38","0.36","0.37","1.428571429","1","0.714285714","0.5","0.528571429","0.37","2.342857143","1.64","50","18.4079602","70","6.333333333","9.047619048","12.33333333","17.61904762","54.66666667","78.0952381","67","95.71428571"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00235","","","","","","0","0","3","3","10","0","","","","","","1","8","9","0","0","2","0","2","0","","","","0","0","0","0","0","0","0.666666667","0.2","","0","30","0","0","0","0","6.666666667","22.22222222","6.666666667","22.22222222"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00236","","","","4","4","5","16","10","10","10","10","","","5","4","6","6","2","5","1.7","1.1","2.8","2.8","5.6","21","0.34","0.06875","0.133333333","2.1","2.1","0.5","0.5","0.28","0.28","0.28","0.28","23.80952381","50","100","5.666666667","5.666666667","9.333333333","9.333333333","9.333333333","9.333333333","18.66666667","18.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00237","","","","4","1","2","0","3","3","10","1","","","3","3","4","2","8","8","0.3","0","2.2","0.3","2.5","2","0.15","","0.15","0.666666667","0.2","0.666666667","0.2","0.1","0.03","0.733333333","0.22","100","12","30","1","3.333333333","1","3.333333333","7.333333333","24.44444444","8.333333333","27.77777778"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00238","","","","","","0","0","2","2","10","0","","","","","","2","1","8","0","0","1.6","0","1.6","0","","","","0","0","0","0","0","0","0.8","0.16","","0","20","0","0","0","0","5.333333333","26.66666667","5.333333333","26.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00239","","","","3","2","13","30","8","8","10","8","","","4","4","4","3","3","7","1.4","1.3","3.4","2.7","6.1","43","0.107692308","0.043333333","0.062790698","5.375","4.3","1.625","1.3","0.3375","0.27","0.425","0.34","30.23255814","44.26229508","80","4.666666667","5.833333333","9","11.25","11.33333333","14.16666667","20.33333333","25.41666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00024","","","","2","1","8","5","4","4","10","4","","","2","4","4","7","1","4","1.5","0.3","9.8","1.8","11.6","13","0.1875","0.06","0.138461538","3.25","1.3","2","0.8","0.45","0.18","2.45","0.98","61.53846154","15.51724138","40","5","12.5","6","15","32.66666667","81.66666667","38.66666667","96.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00240","","","","1","2","2","17","10","10","10","5","","","2","4","4","6","1","5","0.5","0.8","2.8","1.3","4.1","19","0.25","0.047058824","0.068421053","1.9","1.9","0.2","0.2","0.13","0.13","0.28","0.28","10.52631579","31.70731707","100","1.666666667","1.666666667","4.333333333","4.333333333","9.333333333","9.333333333","13.66666667","13.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00025","","","","","","0","0","3","3","10","0","","","","","","3","7","7","0","0","2.4","0","2.4","0","","","","0","0","0","0","0","0","0.8","0.24","","0","30","0","0","0","0","8","26.66666667","8","26.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00026","","","","1","1","31","20","10","10","10","10","5","","1","3","6","7","3","4","6.1","1.4","2.6","7.5","10.1","51","0.196774194","0.07","0.147058824","5.1","5.1","3.1","3.1","0.75","0.75","0.26","0.26","60.78431373","74.25742574","100","20.33333333","20.33333333","25","25","8.666666667","8.666666667","33.66666667","33.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00027","","","","2","1","9","11","7","7","10","7","","","1","3","4","6","1","5","1.3","0.5","3.4","1.8","5.2","20","0.144444444","0.045454545","0.09","2.857142857","2","1.285714286","0.9","0.257142857","0.18","0.485714286","0.34","45","34.61538462","70","4.333333333","6.19047619","6","8.571428571","11.33333333","16.19047619","17.33333333","24.76190476"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00028","","","","","","0","0","7","7","10","0","","","","","","6","1","4","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.057142857","0.04","","0","70","0","0","0","0","1.333333333","1.904761905","1.333333333","1.904761905"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00029","","","","1","1","0","3","9","9","10","1","","","1","2","2","5","2","5","0","0.2","3.4","0.2","3.6","3","","0.066666667","0.066666667","0.333333333","0.3","0","0","0.022222222","0.02","0.377777778","0.34","0","5.555555556","90","0","0","0.666666667","0.740740741","11.33333333","12.59259259","12","13.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00003","","","","1","1","0","1","2","2","10","1","5","","1","2","2","2","8","8","0","0.1","0.2","0.1","0.3","1","","0.1","0.1","0.5","0.1","0","0","0.05","0.01","0.1","0.02","0","33.33333333","20","0","0","0.333333333","1.666666667","0.666666667","3.333333333","1","5"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00030","","","","1","3","20","12","10","10","10","10","","","5","5","5","5","3","5","3.5","0.5","4.8","4","8.8","32","0.175","0.041666667","0.125","3.2","3.2","2","2","0.4","0.4","0.48","0.48","62.5","45.45454545","100","11.66666667","11.66666667","13.33333333","13.33333333","16","16","29.33333333","29.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00031","","","","1","1","0","2","7","7","10","1","","","1","2","2","5","3","5","0","0.1","7.4","0.1","7.5","2","","0.05","0.05","0.285714286","0.2","0","0","0.014285714","0.01","1.057142857","0.74","0","1.333333333","70","0","0","0.333333333","0.476190476","24.66666667","35.23809524","25","35.71428571"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00032","","","","1","1","20","14","10","10","10","10","5","6","1","5","6","5","1","5","4.5","0.6","7","5.1","12.1","34","0.225","0.042857143","0.15","3.4","3.4","2","2","0.51","0.51","0.7","0.7","58.82352941","42.14876033","100","15","15","17","17","23.33333333","23.33333333","40.33333333","40.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00033","","","","","","0","0","4","4","10","0","","","","","","2","8","7","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.1","0.04","","0","40","0","0","0","0","1.333333333","3.333333333","1.333333333","3.333333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00034","","","","","","0","0","4","4","10","0","","","","","","3","8","8","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","0.55","0.22","","0","40","0","0","0","0","7.333333333","18.33333333","7.333333333","18.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00035","","","","3","1","7","12","8","8","10","8","5","","1","3","4","3","8","7","1.1","0.5","2.8","1.6","4.4","19","0.157142857","0.041666667","0.084210526","2.375","1.9","0.875","0.7","0.2","0.16","0.35","0.28","36.84210526","36.36363636","80","3.666666667","4.583333333","5.333333333","6.666666667","9.333333333","11.66666667","14.66666667","18.33333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00036","","","","","","0","0","6","6","10","0","","","","","","5","4","5","0","0","6.8","0","6.8","0","","","","0","0","0","0","0","0","1.133333333","0.68","","0","60","0","0","0","0","22.66666667","37.77777778","22.66666667","37.77777778"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00037","","","","1","1","3","8","6","6","10","2","","","1","3","3","6","3","4","0.3","0.3","9.6","0.6","10.2","11","0.1","0.0375","0.054545455","1.833333333","1.1","0.5","0.3","0.1","0.06","1.6","0.96","27.27272727","5.882352941","60","1","1.666666667","2","3.333333333","32","53.33333333","34","56.66666667"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00038","","","","","","0","0","1","1","10","0","","","","","","4","5","8","0","0","4","0","4","0","","","","0","0","0","0","0","0","4","0.4","","0","10","0","0","0","0","13.33333333","133.3333333","13.33333333","133.3333333"
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00039","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00004","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00040","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014TON-PT02","","","","","","","","","GHP2014TON-PT02-00041","","","","1","1","12","16","10","10","10","10","9","","1","5","7","6","1","4","2.3","0.8","5.6","3.1","8.7","28","0.191666667","0.05","0.110714286","2.8","2.8","1.2","1.2","0.31","0.31","0.56","0.56","42.85714286","35.63218391","100","7.666666667","7.666666667","10.33333333","10.33333333","18.66666667","18.66666667","29","29"
