"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00001","","","","","","","","","","","7","5","30","10","11","27","16","9","","","","5","","6","","5","7","","8","5","6","0.9","0.4","2","1.3","3.3","21","0.09","0.036363636","0.061904762","1.3125","0.625","0.08125","0.125","47.61904762","39.39393939","","1.875","2.708333333","4.166666667","","6.875","0.7","0.333333333","0.043333333","0.066666667","53.33333333","1","1.444444444","2.222222222","","3.666666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00010","","","","0","1.389033","0.866308","50.31","20.39","0.783127","1.224636","5","3","30","29","24","28","26","15","4","8","3.771708","6","72.210556","8","40.52872192","6","5","10.367939","7","2","3","5.3","1.6","15.5","6.9","22.4","53","0.182758621","0.066666667","0.130188679","2.038461538","1.115384615","0.265384615","0.596153846","54.71698113","30.80357143","2.796481813","6.794871795","8.846153846","19.87179487","3.585233093","28.71794872","1.766666667","0.966666667","0.23","0.516666667","86.66666667","5.888888889","7.666666667","17.22222222","3.107202014","24.88888889"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00011","","","","24.8607483","2.51986","1.5849791","50.16","12.71","2.4040239","4.0342941","7","3","30","20","47","30","24","19","6","3","4.7799149","6","51.0223694","8","25.33891547","5","5","23.0646381","6","2","4","3.2","1.7","10","4.9","14.9","67","0.16","0.036170213","0.073134328","2.791666667","0.833333333","0.204166667","0.416666667","29.85074627","32.88590604","1.241606858","4.444444444","6.805555556","13.88888889","1.72445397","20.69444444","2.233333333","0.666666667","0.163333333","0.333333333","80","3.555555556","5.444444444","11.11111111","1.379563176","16.55555556"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00012","","","","26.7889061","2.2620699","1.324554","50.46","16.28","1.224039","2.2063749","5","3","30","3","5","14","8","7","8","3","6.2777109","5","59.0405464","8","32.26317876","5","5","14.5714331","5","6","6","0.4","0.4","1","0.8","1.8","8","0.133333333","0.08","0.1","1","0.375","0.1","0.125","37.5","44.44444444","0.25810543","1.666666667","3.333333333","4.166666667","1.075439292","7.5","0.266666667","0.1","0.026666667","0.033333333","26.66666667","0.444444444","0.888888889","1.111111111","0.286783811","2"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00013","","","","0","1.67064","1.125998","50.11","20.4","0.432388","1.351319","7","3","30","11","31","24","18","15","4","3","4.7673378","6","70.8523483","8","40.71043704","5","5","11.163475","5","4","6","1","1.1","3.8","2.1","5.9","42","0.090909091","0.035483871","0.05","2.333333333","0.611111111","0.116666667","0.211111111","26.19047619","35.59322034","0.854919178","1.851851852","3.888888889","7.037037037","1.583183663","10.92592593","1.4","0.366666667","0.07","0.126666667","60","1.111111111","2.333333333","4.222222222","0.949910198","6.555555556"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00014","","","","0","1.655005","1.078848","50.46","18.53","0.967207","2.1037381","5","1","30","18","11","28","24","19","3","5","4.8133869","4","71.0570679","8","36.72215616","6","3","10.1902409","6","6","6","4.1","1","1.2","5.1","6.3","29","0.227777778","0.090909091","0.175862069","1.208333333","0.75","0.2125","0.05","62.06896552","80.95238095","1.872829964","5.694444444","7.083333333","1.666666667","2.601152728","8.75","0.966666667","0.6","0.17","0.04","80","4.555555556","5.666666667","1.333333333","2.080922183","7"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00015","","","","0","1.726244","1.0440069","50.51","20.4","0.653951","1.190241","3","1","30","37","27","30","24","24","2","6","4.6737332","6","72.1881409","8","40.38804197","5","5","9.7317324","7","3","4","6.1","1","5.8","7.1","12.9","64","0.164864865","0.037037037","0.1109375","2.666666667","1.541666667","0.295833333","0.241666667","57.8125","55.03875969","2.86755098","8.472222222","9.861111111","8.055555556","3.982709694","17.91666667","2.133333333","1.233333333","0.236666667","0.193333333","80","6.777777778","7.888888889","6.444444444","3.186167756","14.33333333"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00016","","","","","","","","","","","5","1","30","18","21","28","22","20","","","","6","","8","","5","5","","6","4","5","3","1","4.8","4","8.8","39","0.166666667","0.047619048","0.102564103","1.772727273","0.818181818","0.181818182","0.218181818","46.15384615","45.45454545","","4.545454545","6.060606061","7.272727273","","13.33333333","1.3","0.6","0.133333333","0.16","73.33333333","3.333333333","4.444444444","5.333333333","","9.777777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00017","","","","0","1.757062","1.0588239","50.06","20.37","0.847463","1.681312","5","1","30","13","7","19","13","12","3","6","4.838737","5","72.9508896","8","40.6911706","4","5","9.6908894","5","6","6","2.3","0.5","4","2.8","6.8","20","0.176923077","0.071428571","0.14","1.538461538","1","0.215384615","0.307692308","65","41.17647059","1.139352777","5.897435897","7.179487179","10.25641026","2.921417376","17.43589744","0.666666667","0.433333333","0.093333333","0.133333333","43.33333333","2.555555556","3.111111111","4.444444444","1.26594753","7.555555556"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00018","","","","0","1.556797","0.881562","50.03","21.67","0.240164","0.641982","5","1","30","39","21","30","28","23","2","8","4.5637722","4","73.7694321","7","43.31401159","4","5","10.5404739","8","3","4","4.7","1","15.2","5.7","20.9","60","0.120512821","0.047619048","0.095","2.142857143","1.392857143","0.203571429","0.542857143","65","27.27272727","2.468898661","5.595238095","6.785714286","18.0952381","2.939165072","24.88095238","2","1.3","0.19","0.506666667","93.33333333","5.222222222","6.333333333","16.88888889","2.743220734","23.22222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00019","","","","","","","","","","","7","5","30","10","30","30","18","14","","","","6","","8","","5","5","","6","3","5","1.2","1.6","7.2","2.8","10","40","0.12","0.053333333","0.07","2.222222222","0.555555556","0.155555556","0.4","25","28","","2.222222222","5.185185185","13.33333333","","18.51851852","1.333333333","0.333333333","0.093333333","0.24","60","1.333333333","3.111111111","8","","11.11111111"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00002","","","","","","","","","","","7","5","30","25","18","30","29","21","","","","6","","7","","5","5","","7","3","4","4.8","1.3","19","6.1","25.1","43","0.192","0.072222222","0.141860465","1.482758621","0.862068966","0.210344828","0.655172414","58.13953488","24.30278884","","5.517241379","7.011494253","21.83908046","","28.85057471","1.433333333","0.833333333","0.203333333","0.633333333","96.66666667","5.333333333","6.777777778","21.11111111","","27.88888889"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00020","","","","","","","","","","","5","1","30","25","33","30","28","25","","","","6","","7","","5","3","","8","3","3","10.3","1.9","6.8","12.2","19","58","0.412","0.057575758","0.210344828","2.071428571","0.892857143","0.435714286","0.242857143","43.10344828","64.21052632","","12.26190476","14.52380952","8.095238095","","22.61904762","1.933333333","0.833333333","0.406666667","0.226666667","93.33333333","11.44444444","13.55555556","7.555555556","","21.11111111"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00021","","","","44.3424911","2.297266","1.388638","50.46","10.66","6.272079","9.1136217","7","5","30","44","93","30","26","26","7","5","4.8175492","7","41.3041458","8","21.12564407","4","3","22.6193428","7","4","4","8.7","4.4","6","13.1","19.1","137","0.197727273","0.047311828","0.095620438","5.269230769","1.692307692","0.503846154","0.230769231","32.11678832","68.58638743","2.767459374","11.15384615","16.79487179","7.692307692","3.548024838","24.48717949","4.566666667","1.466666667","0.436666667","0.2","86.66666667","9.666666667","14.55555556","6.666666667","3.07495486","21.22222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00022","","","","","","","","","","","7","5","30","9","10","26","17","12","","","","6","","8","","5","5","","6","5","5","1","0.5","4.6","1.5","6.1","19","0.111111111","0.05","0.078947368","1.117647059","0.529411765","0.088235294","0.270588235","47.36842105","24.59016393","","1.960784314","2.941176471","9.019607843","","11.96078431","0.633333333","0.3","0.05","0.153333333","56.66666667","1.111111111","1.666666667","5.111111111","","6.777777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00023","","","","","","","","","","","5","1","30","4","6","21","11","7","","","","6","","8","","6","7","","4","7","7","0.3","0.3","1.8","0.6","2.4","10","0.075","0.05","0.06","0.909090909","0.363636364","0.054545455","0.163636364","40","25","","0.909090909","1.818181818","5.454545455","","7.272727273","0.333333333","0.133333333","0.02","0.06","36.66666667","0.333333333","0.666666667","2","","2.666666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00024","","","","0","1.729808","1.0820661","50.34","19.62","0.767433","1.593583","3","3","30","33","42","29","26","26","3","5","5.1196122","5","71.6789246","8","38.9749702","4","3","11.3357496","7","3","4","8.9","1.8","4","10.7","14.7","75","0.26969697","0.042857143","0.142666667","2.884615385","1.269230769","0.411538462","0.153846154","44","72.78911565","4.170321812","11.41025641","13.71794872","5.128205128","5.346566425","18.84615385","2.5","1.1","0.356666667","0.133333333","86.66666667","9.888888889","11.88888889","4.444444444","4.633690902","16.33333333"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00025","","","","0","2.319164","1.32063","50.43","20.48","0.622498","1.217723","3","1","30","19","10","30","19","13","4","3","7.3295989","5","66.1834106","8","40.61074757","4","3","9.8608952","8","3","4","4.2","0.6","17.8","4.8","22.6","29","0.221052632","0.06","0.165517241","1.526315789","1","0.252631579","0.936842105","65.51724138","21.23893805","1.949315883","7.368421053","8.421052632","31.22807018","3.419852427","39.64912281","0.966666667","0.633333333","0.16","0.593333333","63.33333333","4.666666667","5.333333333","19.77777778","2.165906537","25.11111111"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00026","","","","37.0595703","2.5501461","1.663571","50.49","13.16","5.5552611","7.1297522","5","5","30","9","6","25","17","12","8","4","7.5765519","6","53.0828705","8","26.06456724","5","7","8.9096184","4","6","7","0.6","0.3","2.8","0.9","3.7","15","0.066666667","0.05","0.06","0.882352941","0.529411765","0.052941176","0.164705882","60","24.32432432","0.234581105","1.176470588","1.764705882","5.490196078","0.459962951","7.254901961","0.5","0.3","0.03","0.093333333","56.66666667","0.666666667","1","3.111111111","0.260645672","4.111111111"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00027","","","","0","1.9141591","1.050717","50.51","18.61","0.725184","1.332029","5","5","30","31","35","30","22","22","5","5","5.056221","6","69.0877838","8","36.84418927","5","5","8.7672367","6","4","5","3.3","1.1","6.7","4.4","11.1","66","0.106451613","0.031428571","0.066666667","3","1.409090909","0.2","0.304545455","46.96969697","39.63963964","1.621144328","5","6.666666667","10.15151515","2.456279285","16.81818182","2.2","1.033333333","0.146666667","0.223333333","73.33333333","3.666666667","4.888888889","7.444444444","1.801271475","12.33333333"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00028","","","","0","2.1048181","1.1489379","50.57","18.13","1.331892","2.1899371","5","1","30","24","13","28","19","19","3","8","6.1938081","5","66.8495178","8","35.85129523","5","5","9.7641029","7","3","3","3.7","0.6","7.4","4.3","11.7","37","0.154166667","0.046153846","0.116216216","1.947368421","1.263157895","0.226315789","0.389473684","64.86486486","36.75213675","1.541605695","6.49122807","7.543859649","12.98245614","2.704571395","20.52631579","1.233333333","0.8","0.143333333","0.246666667","63.33333333","4.111111111","4.777777778","8.222222222","1.712895217","13"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00029","","","","0","1.8478971","1.0392751","50.64","21.41","0.202765","0.898438","3","1","30","23","26","30","27","26","2","8","4.8315678","5","71.6471405","8","42.27883096","4","3","9.0914783","8","3","3","3.3","1.2","15","4.5","19.5","49","0.143478261","0.046153846","0.091836735","1.814814815","0.851851852","0.166666667","0.555555556","46.93877551","23.07692308","1.902547393","4.074074074","5.555555556","18.51851852","2.348823942","24.07407407","1.633333333","0.766666667","0.15","0.5","90","3.666666667","5","16.66666667","2.113941548","21.66666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00003","","","","","","","","","","","7","3","30","14","35","24","20","19","","","","5","","8","","5","5","","6","6","6","2.2","1.6","6.1","3.8","9.9","49","0.157142857","0.045714286","0.07755102","2.45","0.7","0.19","0.305","28.57142857","38.38383838","","3.666666667","6.333333333","10.16666667","","16.5","1.633333333","0.466666667","0.126666667","0.203333333","66.66666667","2.444444444","4.222222222","6.777777778","","11"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00030","","","","0","1.771685","1.048849","50.37","21.62","0.460348","1.032467","5","1","30","13","7","28","25","14","5","3","4.70785","5","71.1245651","8","42.92237443","5","5","9.4804296","7","4","5","1.2","0.4","3.5","1.6","5.1","20","0.092307692","0.057142857","0.08","0.8","0.52","0.064","0.14","65","31.37254902","0.686757991","1.6","2.133333333","4.666666667","0.915677321","6.8","0.666666667","0.433333333","0.053333333","0.116666667","83.33333333","1.333333333","1.777777778","3.888888889","0.763064434","5.666666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00031","","","","0","1.7222641","0.98894","50.38","21.08","0.799385","1.461653","7","1","30","26","28","26","23","23","3","6","4.3132272","6","72.9100494","8","41.84200079","5","5","9.5841265","6","6","6","2.7","1","6","3.7","9.7","54","0.103846154","0.035714286","0.068518519","2.347826087","1.130434783","0.160869565","0.260869565","48.14814815","38.1443299","1.548154029","3.913043478","5.362318841","8.695652174","2.243701492","14.05797101","1.8","0.866666667","0.123333333","0.2","76.66666667","3","4.111111111","6.666666667","1.720171144","10.77777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00032","","","","0","1.372684","0.788097","50.61","21.8","1.41195","2.028547","3","1","30","35","7","27","27","26","3","5","3.539608","5","74.3479156","8","43.07449121","4","3","9.5443897","5","5","6","5.6","0.6","1.2","6.2","7.4","42","0.16","0.085714286","0.147619048","1.555555556","1.296296296","0.22962963","0.044444444","83.33333333","83.78378378","2.670618455","6.913580247","7.654320988","1.481481481","3.297059821","9.135802469","1.4","1.166666667","0.206666667","0.04","90","6.222222222","6.888888889","1.333333333","2.967353839","8.222222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00033","","","","","","","","","","","7","5","30","20","16","28","22","22","","","","5","","8","","5","5","","6","3","4","3.4","0.7","6.4","4.1","10.5","36","0.17","0.04375","0.113888889","1.636363636","0.909090909","0.186363636","0.290909091","55.55555556","39.04761905","","5.151515152","6.212121212","9.696969697","","15.90909091","1.2","0.666666667","0.136666667","0.213333333","73.33333333","3.777777778","4.555555556","7.111111111","","11.66666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00034","","","","41.2453537","2.628227","1.811321","50.84","10.82","2.940011","4.5001578","7","3","30","14","19","27","17","17","8","4","7.1327248","6","46.4323654","8","21.28245476","5","5","25.5982189","4","5","7","1.5","1.6","1","3.1","4.1","33","0.107142857","0.084210526","0.093939394","1.941176471","0.823529412","0.182352941","0.058823529","42.42424242","75.6097561","0.659756098","2.941176471","6.078431373","1.960784314","1.293639407","8.039215686","1.1","0.466666667","0.103333333","0.033333333","56.66666667","1.666666667","3.444444444","1.111111111","0.733062331","4.555555556"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00035","","","","0","2.046844","1.141868","50.07","19.47","1.254002","2.328815","5","1","30","17","15","19","12","12","3","8","5.082603","5","66.2887344","8","38.88556022","5","5","10.8988991","6","3","5","2.5","0.6","5.2","3.1","8.3","32","0.147058824","0.04","0.096875","2.666666667","1.416666667","0.258333333","0.433333333","53.125","37.34939759","1.205452367","6.944444444","8.611111111","14.44444444","3.348478796","23.05555556","1.066666667","0.566666667","0.103333333","0.173333333","40","2.777777778","3.444444444","5.777777778","1.339391519","9.222222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00036","","","","","","","","","","","7","1","30","4","4","16","5","4","","","","6","","8","","6","7","","5","7","6","0.5","0.3","1.2","0.8","2","8","0.125","0.075","0.1","1.6","0.8","0.16","0.24","50","40","","3.333333333","5.333333333","8","","13.33333333","0.266666667","0.133333333","0.026666667","0.04","16.66666667","0.555555556","0.888888889","1.333333333","","2.222222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00037","","","","","","","","","","","7","3","30","24","20","15","12","12","","","","6","","8","","5","5","","6","3","5","3","1.3","1.8","4.3","6.1","44","0.125","0.065","0.097727273","3.666666667","2","0.358333333","0.15","54.54545455","70.49180328","","8.333333333","11.94444444","5","","16.94444444","1.466666667","0.8","0.143333333","0.06","40","3.333333333","4.777777778","2","","6.777777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00038","","","","","","","","","","","3","1","30","17","23","30","25","23","","","","5","","8","","5","5","","5","3","6","1.7","1.2","3.2","2.9","6.1","40","0.1","0.052173913","0.0725","1.6","0.68","0.116","0.128","42.5","47.54098361","","2.266666667","3.866666667","4.266666667","","8.133333333","1.333333333","0.566666667","0.096666667","0.106666667","83.33333333","1.888888889","3.222222222","3.555555556","","6.777777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00039","","","","39.5224152","2.1907101","1.245959","50.3","11.33","6.7448239","9.7553263","7","3","30","23","21","28","25","24","7","5","4.2286282","6","43.1225281","8","22.52485089","5","5","21.3485718","6","4","5","3.1","1.2","2","4.3","6.3","44","0.134782609","0.057142857","0.097727273","1.76","0.92","0.172","0.08","52.27272727","68.25396825","0.968568588","4.133333333","5.733333333","2.666666667","1.291424785","8.4","1.466666667","0.766666667","0.143333333","0.066666667","83.33333333","3.444444444","4.777777778","2.222222222","1.076187321","7"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00004","","","","0","1.5413851","0.929846","50.74","21","0.222269","1.058677","3","3","30","15","9","30","24","14","2","8","3.5702169","4","74.0513","8","41.38746551","3","3","11.7262793","8","3","6","3.3","0.7","18.2","4","22.2","24","0.22","0.077777778","0.166666667","1","0.625","0.166666667","0.758333333","62.5","18.01801802","1.65549862","4.583333333","5.555555556","25.27777778","2.299303639","30.83333333","0.8","0.5","0.133333333","0.606666667","80","3.666666667","4.444444444","20.22222222","1.839442912","24.66666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00040","","","","","","","","","","","7","3","30","21","32","30","22","22","","","","5","","8","","5","5","","5","3","4","2.7","1.2","4","3.9","7.9","53","0.128571429","0.0375","0.073584906","2.409090909","0.954545455","0.177272727","0.181818182","39.62264151","49.36708861","","4.090909091","5.909090909","6.060606061","","11.96969697","1.766666667","0.7","0.13","0.133333333","73.33333333","3","4.333333333","4.444444444","","8.777777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00041","","","","","","","","","","","3","1","30","15","12","30","20","20","","","","5","","8","","5","5","","8","4","3","2.3","0.8","11.9","3.1","15","27","0.153333333","0.066666667","0.114814815","1.35","0.75","0.155","0.595","55.55555556","20.66666667","","3.833333333","5.166666667","19.83333333","","25","0.9","0.5","0.103333333","0.396666667","66.66666667","2.555555556","3.444444444","13.22222222","","16.66666667"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00042","","","","1.2900085","2.0573249","1.163851","50.24","16.17","2.5726559","3.8801019","7","1","30","28","7","20","17","17","2","6","4.8168201","5","64.315567","8","32.18550955","5","5","13.5486364","7","3","5","3.1","0.4","2","3.5","5.5","35","0.110714286","0.057142857","0.1","2.058823529","1.647058824","0.205882353","0.117647059","80","63.63636364","1.126492834","6.078431373","6.862745098","3.921568627","2.208809479","10.78431373","1.166666667","0.933333333","0.116666667","0.066666667","56.66666667","3.444444444","3.888888889","2.222222222","1.251658705","6.111111111"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00005","","","","48.0001183","2.466105","1.6231329","50.76","8.96","6.0732722","9.2950478","7","5","30","62","45","24","23","23","7","5","5.4062252","7","33.1897354","8","17.65169425","4","3","31.0184612","5","3","5","6.5","1.3","4.2","7.8","12","107","0.10483871","0.028888889","0.072897196","4.652173913","2.695652174","0.339130435","0.182608696","57.94392523","65","1.376832151","9.420289855","11.30434783","6.086956522","1.995408915","17.39130435","3.566666667","2.066666667","0.26","0.14","76.66666667","7.222222222","8.666666667","4.666666667","1.529813501","13.33333333"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00006","","","","","","","","","","","5","3","30","13","24","30","20","18","","","","5","","5","","4","3","","5","3","7","2.7","1.3","14.2","4","18.2","37","0.207692308","0.054166667","0.108108108","1.85","0.65","0.2","0.71","35.13513514","21.97802198","","4.5","6.666666667","23.66666667","","30.33333333","1.233333333","0.433333333","0.133333333","0.473333333","66.66666667","3","4.444444444","15.77777778","","20.22222222"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00007","","","","0","1.712358","1.117453","50.21","16.81","1.56975","2.6056349","5","3","30","20","21","30","20","19","2","5","3.7861979","5","65.414856","8","33.47938658","5","3","13.7256117","8","3","3","9.4","2","10","11.4","21.4","41","0.47","0.095238095","0.27804878","2.05","1","0.57","0.5","48.7804878","53.27102804","3.81665007","15.66666667","19","16.66666667","6.36108345","35.66666667","1.366666667","0.666666667","0.38","0.333333333","66.66666667","10.44444444","12.66666667","11.11111111","4.2407223","23.77777778"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00008","","","","","","","","","","","5","3","30","23","30","28","25","24","","","","6","","8","","5","5","","7","3","6","4.9","2","7.8","6.9","14.7","53","0.213043478","0.066666667","0.130188679","2.12","0.92","0.276","0.312","43.39622642","46.93877551","","6.533333333","9.2","10.4","","19.6","1.766666667","0.766666667","0.23","0.26","83.33333333","5.444444444","7.666666667","8.666666667","","16.33333333"
"","","GHP2017OHW-AT01","","","","","","","","","GHP2017OHW-AT01-00009","","","","35.8303375","2.710372","1.787474","50.08","13.77","3.4219511","4.8414259","5","3","30","17","13","26","17","15","8","4","7.1830492","6","52.1308403","8","27.49600639","5","5","13.9298038","5","6","6","1.5","0.8","3","2.3","5.3","30","0.088235294","0.061538462","0.076666667","1.764705882","1","0.135294118","0.176470588","56.66666667","43.39622642","0.632408147","2.941176471","4.509803922","5.882352941","1.240015974","10.39215686","1","0.566666667","0.076666667","0.1","56.66666667","1.666666667","2.555555556","3.333333333","0.702675719","5.888888889"
