"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00001","","","","39","36","1","1","7","36","21","7","34","2","13.5","8","5","5","3","3","3","3","3","5.49","15.5","23.5","41","0.285714286","0.397058824","0.37804878","1.138888889","1.051282051","0.194444444","0.179487179","0.430555556","0.397435897","0.222222222","0.205128205","17.07317073","65.95744681","92.30769231","1.899335233","2.057613169","14.71984805","15.94650206","7.597340931","8.230452675","22.31718898","24.17695473"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00002","","","","39","30","1","1","5","20","20","15","47","4","17.2","9.5","3","5","3","1","5","3","3","7.23","21.2","30.7","62","0.266666667","0.365957447","0.341935484","3.1","1.58974359","0.75","0.384615385","1.06","0.543589744","0.475","0.243589744","24.19354839","69.05537459","51.28205128","3.798670465","7.407407407","20.13295347","39.25925926","9.021842355","17.59259259","29.15479582","56.85185185"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00003","","","","39","25","1","1","5","21","21","8","55","2","18.5","10.5","5","5","5","1","7","5","3","12.39","20.5","31","63","0.25","0.336363636","0.325396825","3","1.615384615","0.380952381","0.205128205","0.976190476","0.525641026","0.5","0.269230769","12.6984127","66.12903226","53.84615385","1.899335233","3.527336861","19.46818613","36.15520282","9.971509972","18.51851852","29.43969611","54.67372134"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00004","","","","39","20","1","1","5","20","20","10","22","2.2","10.1","6.5","5","5","5","1","7","5","5","10.5","12.3","18.8","32","0.22","0.459090909","0.384375","1.6","0.820512821","0.5","0.256410256","0.615","0.315384615","0.325","0.166666667","31.25","65.42553191","51.28205128","2.089268756","4.074074074","11.68091168","22.77777778","6.172839506","12.03703704","17.85375119","34.81481481"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00005","","","","39","28","1","1","5","28","28","15","70","4.3","20.2","10.5","3","3","5","1","5","3","3","7.23","24.5","35","85","0.286666667","0.288571429","0.288235294","3.035714286","2.179487179","0.535714286","0.384615385","0.875","0.628205128","0.375","0.269230769","17.64705882","70","71.79487179","4.08357075","5.687830688","23.2668566","32.40740741","9.971509972","13.88888889","33.23836657","46.2962963"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00006","","","","39","29","1","1","5","29","29","16","90","4.2","23.5","11","3","3","5","1","7","5","3","12.39","27.7","38.7","106","0.2625","0.261111111","0.261320755","3.655172414","2.717948718","0.551724138","0.41025641","0.955172414","0.71025641","0.379310345","0.282051282","15.09433962","71.57622739","74.35897436","3.988603989","5.363984674","26.30579297","35.37675607","10.44634378","14.04853129","36.75213675","49.42528736"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00007","","","","39","33","1","1","5","21","21","12","58","3.6","18","7.5","3","3","5","1","7","5","5","7.76","21.6","29.1","70","0.3","0.310344828","0.308571429","3.333333333","1.794871795","0.571428571","0.307692308","1.028571429","0.553846154","0.357142857","0.192307692","17.14285714","74.22680412","53.84615385","3.418803419","6.349206349","20.51282051","38.0952381","7.122507123","13.22751323","27.63532764","51.32275132"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00008","","","","39","35","1","1","5","14","14","10","22","3","10.5","6.5","5","5","5","1","7","5","5","10.5","13.5","20","32","0.3","0.477272727","0.421875","2.285714286","0.820512821","0.714285714","0.256410256","0.964285714","0.346153846","0.464285714","0.166666667","31.25","67.5","35.8974359","2.849002849","7.936507937","12.82051282","35.71428571","6.172839506","17.1957672","18.99335233","52.91005291"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00009","","","","39","31","1","1","5","31","31","12","88","3.3","20.1","10.5","3","3","5","1","7","5","5","11.03","23.4","33.9","100","0.275","0.228409091","0.234","3.225806452","2.564102564","0.387096774","0.307692308","0.75483871","0.6","0.338709677","0.269230769","12","69.02654867","79.48717949","3.133903134","3.94265233","22.22222222","27.95698925","9.971509972","12.54480287","32.19373219","40.50179211"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00010","","","","39","25","3","1","5","21","21","0","43","0","12.5","8.5","5","5","3","1","5","3","3","7.23","12.5","21","43","","0.290697674","0.290697674","2.047619048","1.102564103","0","0","0.595238095","0.320512821","0.404761905","0.217948718","0","59.52380952","53.84615385","0","0","11.8708452","22.04585538","8.072174739","14.99118166","19.94301994","37.03703704"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00011","","","","39","22","3","3","5","22","20","6","20","1.8","5","4","5","5","5","5","3","1","1","3.03","6.8","10.8","26","0.3","0.25","0.261538462","1.181818182","0.666666667","0.272727273","0.153846154","0.309090909","0.174358974","0.181818182","0.102564103","23.07692308","62.96296296","56.41025641","1.709401709","3.03030303","6.457739791","11.44781145","3.798670465","6.734006734","10.25641026","18.18181818"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00012","","","","39","24","3","3","7","24","24","16","27","4.7","12","7.9","5","5","5","1","7","5","3","10.5","16.7","24.6","43","0.29375","0.444444444","0.388372093","1.791666667","1.102564103","0.666666667","0.41025641","0.695833333","0.428205128","0.329166667","0.202564103","37.20930233","67.88617886","61.53846154","4.463437797","7.25308642","15.85944919","25.77160494","7.502374169","12.19135802","23.36182336","37.96296296"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00013","","","","39","20","3","3","7","20","14","4","16","1","3.5","5","5","5","5","5","3","3","3","6.12","4.5","9.5","20","0.25","0.21875","0.225","1","0.512820513","0.2","0.102564103","0.225","0.115384615","0.25","0.128205128","20","47.36842105","51.28205128","0.949667616","1.851851852","4.273504274","8.333333333","4.748338082","9.259259259","9.021842355","17.59259259"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00014","","","","39","28","1","1","5","28","28","14","30","4","11","8.5","5","5","5","1","5","3","3","7.76","15","23.5","44","0.285714286","0.366666667","0.340909091","1.571428571","1.128205128","0.5","0.358974359","0.535714286","0.384615385","0.303571429","0.217948718","31.81818182","63.82978723","71.79487179","3.798670465","5.291005291","14.24501425","19.84126984","8.072174739","11.24338624","22.31718898","31.08465608"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00015","","","","39","26","1","1","5","26","26","14","35","4","11.5","7.5","5","5","5","1","5","3","3","7.76","15.5","23","49","0.285714286","0.328571429","0.316326531","1.884615385","1.256410256","0.538461538","0.358974359","0.596153846","0.397435897","0.288461538","0.192307692","28.57142857","67.39130435","66.66666667","3.798670465","5.698005698","14.71984805","22.07977208","7.122507123","10.68376068","21.84235518","32.76353276"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00016","","","","39","20","5","5","5","16","16","15","26","4","10.1","8.5","5","5","5","1","5","3","3","7.23","14.1","22.6","41","0.266666667","0.388461538","0.343902439","2.5625","1.051282051","0.9375","0.384615385","0.88125","0.361538462","0.53125","0.217948718","36.58536585","62.38938053","41.02564103","3.798670465","9.259259259","13.39031339","32.63888889","8.072174739","19.67592593","21.46248813","52.31481481"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00017","","","","39","19","1","1","5","16","16","10","40","3","12.5","9","3","5","5","1","5","3","3","6.12","15.5","24.5","50","0.3","0.3125","0.31","3.125","1.282051282","0.625","0.256410256","0.96875","0.397435897","0.5625","0.230769231","20","63.26530612","41.02564103","2.849002849","6.944444444","14.71984805","35.87962963","8.547008547","20.83333333","23.2668566","56.71296296"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00018","","","","39","28","1","1","5","28","28","13","39","3.2","13","8.5","5","5","5","5","1","1","1","0.02","16.2","24.7","52","0.246153846","0.333333333","0.311538462","1.857142857","1.333333333","0.464285714","0.333333333","0.578571429","0.415384615","0.303571429","0.217948718","25","65.58704453","71.79487179","3.038936372","4.232804233","15.38461538","21.42857143","8.072174739","11.24338624","23.45679012","32.67195767"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00019","","","","39","20","3","3","5","20","19","0","34","0","12.6","5.9","5","5","3","1","7","5","3","11.03","12.6","18.5","34","","0.370588235","0.370588235","1.7","0.871794872","0","0","0.63","0.323076923","0.295","0.151282051","0","68.10810811","51.28205128","0","0","11.96581197","23.33333333","5.603038936","10.92592593","17.5688509","34.25925926"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00020","","","","39","19","1","1","5","19","19","15","17","4.5","9.5","6","5","5","5","1","5","3","3","6.12","14","20","32","0.3","0.558823529","0.4375","1.684210526","0.820512821","0.789473684","0.384615385","0.736842105","0.358974359","0.315789474","0.153846154","46.875","70","48.71794872","4.273504274","8.771929825","13.29534663","27.29044834","5.698005698","11.69590643","18.99335233","38.98635478"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00021","","","","39","21","1","1","5","21","21","19","37","5","13.7","10.5","5","5","5","1","7","3","3","7.23","18.7","29.2","56","0.263157895","0.37027027","0.333928571","2.666666667","1.435897436","0.904761905","0.487179487","0.89047619","0.479487179","0.5","0.269230769","33.92857143","64.04109589","53.84615385","4.748338082","8.818342152","17.75878443","32.98059965","9.971509972","18.51851852","27.7302944","51.49911817"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00022","","","","39","22","1","1","7","10","10","15","32","4.5","12.7","7.5","5","5","5","1","7","5","3","12.39","17.2","24.7","47","0.3","0.396875","0.365957447","4.7","1.205128205","1.5","0.384615385","1.72","0.441025641","0.75","0.192307692","31.91489362","69.63562753","25.64102564","4.273504274","16.66666667","16.334283","63.7037037","7.122507123","27.77777778","23.45679012","91.48148148"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00023","","","","39","31","1","1","7","31","31","16","38","4.4","14","13.5","5","5","5","1","5","3","3","6.12","18.4","31.9","54","0.275","0.368421053","0.340740741","1.741935484","1.384615385","0.516129032","0.41025641","0.593548387","0.471794872","0.435483871","0.346153846","29.62962963","57.68025078","79.48717949","4.178537512","5.256869773","17.47388414","21.9832736","12.82051282","16.12903226","30.29439696","38.11230585"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00024","","","","39","29","1","1","5","18","18","0","39","0","14.1","7","5","7","7","1","5","3","3","6.12","14.1","21.1","39","","0.361538462","0.361538462","2.166666667","1","0","0","0.783333333","0.361538462","0.388888889","0.179487179","0","66.82464455","46.15384615","0","0","13.39031339","29.01234568","6.647673314","14.40329218","20.0379867","43.41563786"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00025","","","","39","30","5","5","7","26","26","13","23","3.3","10.1","12.9","5","5","5","1","5","3","3","7.23","13.4","26.3","36","0.253846154","0.439130435","0.372222222","1.384615385","0.923076923","0.5","0.333333333","0.515384615","0.343589744","0.496153846","0.330769231","36.11111111","50.95057034","66.66666667","3.133903134","4.700854701","12.72554606","19.08831909","12.25071225","18.37606838","24.97625831","37.46438746"
"","","MZP2013GUR-AT02","","","","","","","","","MZP2013GUR-AT02-00026","","","","39","30","1","1","5","27","27","21","25","10.3","9.7","9","5","5","5","1","5","3","3","6.12","20","29","46","0.49047619","0.388","0.434782609","1.703703704","1.179487179","0.777777778","0.538461538","0.740740741","0.512820513","0.333333333","0.230769231","45.65217391","68.96551724","69.23076923","9.781576448","14.12894376","18.99335233","27.43484225","8.547008547","12.34567901","27.54036087","39.78052126"
