"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00009","","","","90","87","77","49","102","14.5","14.9","42.7","5","5","29.4","72.1","151","0.295918367","0.146078431","0.194701987","1.735632184","1.677777778","0.563218391","0.544444444","0.337931034","0.326666667","0.490804598","0.474444444","32.45033113","40.77669903","96.66666667","5.967078189","6.172839506","12.09876543","12.51596424","17.57201646","18.17794806","29.67078189","30.6939123"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00055","","","","90","75","70","49","75","13.5","12.5","50.1","5","5","26","76.1","124","0.275510204","0.166666667","0.209677419","1.653333333","1.377777778","0.653333333","0.544444444","0.346666667","0.288888889","0.668","0.556666667","39.51612903","34.16557162","83.33333333","5.555555556","6.666666667","10.69958848","12.83950617","20.61728395","24.74074074","31.31687243","37.58024691"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00019","","","","90","90","90","88","145","24.9","18.9","62.5","5","3","43.8","106.3","233","0.282954545","0.130344828","0.187982833","2.588888889","2.588888889","0.977777778","0.977777778","0.486666667","0.486666667","0.694444444","0.694444444","37.76824034","41.20413923","100","10.24691358","10.24691358","18.02469136","18.02469136","25.72016461","25.72016461","43.74485597","43.74485597"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00052","","","","90","81","80","59","148","20.7","13.9","55.5","5","5","34.6","90.1","207","0.350847458","0.093918919","0.167149758","2.555555556","2.3","0.728395062","0.655555556","0.427160494","0.384444444","0.685185185","0.616666667","28.50241546","38.4017758","90","8.518518519","9.465020576","14.23868313","15.82075903","22.83950617","25.37722908","37.0781893","41.19798811"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00027","","","","90","87","83","50","79","13.9","12.9","37.6","5","5","26.8","64.4","129","0.278","0.163291139","0.207751938","1.482758621","1.433333333","0.574712644","0.555555556","0.308045977","0.297777778","0.432183908","0.417777778","38.75968992","41.61490683","96.66666667","5.720164609","5.917411665","11.02880658","11.40911026","15.47325103","16.00681141","26.50205761","27.41592167"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00050","","","","90","82","80","50","80","14.5","13.5","45","5","5","28","73","130","0.29","0.16875","0.215384615","1.585365854","1.444444444","0.609756098","0.555555556","0.341463415","0.311111111","0.548780488","0.5","38.46153846","38.35616438","91.11111111","5.967078189","6.549232159","11.52263374","12.64679313","18.51851852","20.32520325","30.04115226","32.97199639"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00010","","","","90","85","78","52","92","15","13.5","50.2","5","5","28.5","78.7","144","0.288461538","0.14673913","0.197916667","1.694117647","1.6","0.611764706","0.577777778","0.335294118","0.316666667","0.590588235","0.557777778","36.11111111","36.21346887","94.44444444","6.172839506","6.535947712","11.72839506","12.41830065","20.65843621","21.87363834","32.38683128","34.291939"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00043","","","","90","70","65","50","88","15","12.9","47.5","5","5","27.9","75.4","138","0.3","0.146590909","0.202173913","1.971428571","1.533333333","0.714285714","0.555555556","0.398571429","0.31","0.678571429","0.527777778","36.23188406","37.00265252","77.77777778","6.172839506","7.936507937","11.48148148","14.76190476","19.5473251","25.13227513","31.02880658","39.89417989"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00001","","","","90","78","70","62","95","13.9","15","47.5","7","5","28.9","76.4","157","0.224193548","0.157894737","0.184076433","2.012820513","1.744444444","0.794871795","0.688888889","0.370512821","0.321111111","0.608974359","0.527777778","39.49044586","37.82722513","86.66666667","5.720164609","6.600189934","11.89300412","13.72269706","19.5473251","22.55460589","31.44032922","36.27730294"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00046","","","","90","85","82","42","78","13.9","12","50.1","5","5","25.9","76","120","0.330952381","0.153846154","0.215833333","1.411764706","1.333333333","0.494117647","0.466666667","0.304705882","0.287777778","0.589411765","0.556666667","35","34.07894737","94.44444444","5.720164609","6.05664488","10.65843621","11.28540305","20.61728395","21.83006536","31.27572016","33.11546841"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00018","","","","90","90","85","45","99","13.9","12.5","49","5","5","26.4","75.4","144","0.308888889","0.126262626","0.183333333","1.6","1.6","0.5","0.5","0.293333333","0.293333333","0.544444444","0.544444444","31.25","35.0132626","100","5.720164609","5.720164609","10.86419753","10.86419753","20.16460905","20.16460905","31.02880658","31.02880658"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00041","","","","90","82","80","52","87","13.7","12.6","60.5","5","5","26.3","86.8","139","0.263461538","0.144827586","0.189208633","1.695121951","1.544444444","0.634146341","0.577777778","0.320731707","0.292222222","0.737804878","0.672222222","37.41007194","30.29953917","91.11111111","5.637860082","6.187895212","10.82304527","11.87895212","24.89711934","27.32610659","35.72016461","39.20505872"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00026","","","","90","81","80","57","77","12.7","13.5","40.5","5","5","26.2","66.7","134","0.222807018","0.175324675","0.195522388","1.654320988","1.488888889","0.703703704","0.633333333","0.32345679","0.291111111","0.5","0.45","42.53731343","39.28035982","90","5.226337449","5.80704161","10.781893","11.97988112","16.66666667","18.51851852","27.44855967","30.49839963"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00060","","","","90","85","75","56","98","15.5","13.5","50.5","5","5","29","79.5","154","0.276785714","0.137755102","0.188311688","1.811764706","1.711111111","0.658823529","0.622222222","0.341176471","0.322222222","0.594117647","0.561111111","36.36363636","36.47798742","94.44444444","6.378600823","6.753812636","11.93415638","12.63616558","20.781893","22.0043573","32.71604938","34.64052288"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00029","","","","90","90","88","62","105","17.7","14.7","47.5","7","5","32.4","79.9","167","0.285483871","0.14","0.194011976","1.855555556","1.855555556","0.688888889","0.688888889","0.36","0.36","0.527777778","0.527777778","37.1257485","40.55068836","100","7.283950617","7.283950617","13.33333333","13.33333333","19.5473251","19.5473251","32.88065844","32.88065844"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00051","","","","90","82","80","59","79","14.5","13.5","49.5","5","5","28","77.5","138","0.245762712","0.170886076","0.202898551","1.682926829","1.533333333","0.719512195","0.655555556","0.341463415","0.311111111","0.603658537","0.55","42.75362319","36.12903226","91.11111111","5.967078189","6.549232159","11.52263374","12.64679313","20.37037037","22.35772358","31.89300412","35.00451671"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00012","","","","90","70","65","45","77","13","12.5","45.1","7","5","25.5","70.6","122","0.288888889","0.162337662","0.209016393","1.742857143","1.355555556","0.642857143","0.5","0.364285714","0.283333333","0.644285714","0.501111111","36.8852459","36.11898017","77.77777778","5.349794239","6.878306878","10.49382716","13.49206349","18.55967078","23.86243386","29.05349794","37.35449735"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00056","","","","90","82","78","55","92","15.7","13.5","52.1","5","5","29.2","81.3","147","0.285454545","0.14673913","0.198639456","1.792682927","1.633333333","0.670731707","0.611111111","0.356097561","0.324444444","0.635365854","0.578888889","37.41496599","35.91635916","91.11111111","6.46090535","7.091237579","12.01646091","13.18879855","21.44032922","23.53206865","33.45679012","36.72086721"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00032","","","","90","85","67","51","82","14.1","12.9","39.5","5","5","27","66.5","133","0.276470588","0.157317073","0.203007519","1.564705882","1.477777778","0.6","0.566666667","0.317647059","0.3","0.464705882","0.438888889","38.34586466","40.60150376","94.44444444","5.802469136","6.14379085","11.11111111","11.76470588","16.25514403","17.21132898","27.36625514","28.97603486"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00036","","","","90","60","52","35","55","10.1","10.1","35.5","5","9","20.2","55.7","90","0.288571429","0.183636364","0.224444444","1.5","1","0.583333333","0.388888889","0.336666667","0.224444444","0.591666667","0.394444444","38.88888889","36.26570916","66.66666667","4.156378601","6.234567901","8.312757202","12.4691358","14.6090535","21.91358025","22.9218107","34.38271605"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00033","","","","90","70","60","42","71","12.8","11.1","26.5","7","5","23.9","50.4","113","0.304761905","0.156338028","0.211504425","1.614285714","1.255555556","0.6","0.466666667","0.341428571","0.265555556","0.378571429","0.294444444","37.16814159","47.42063492","77.77777778","5.267489712","6.772486772","9.835390947","12.64550265","10.90534979","14.02116402","20.74074074","26.66666667"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00066","","","","90","71","55","35","57","11","9.5","35","7","9","20.5","55.5","92","0.314285714","0.166666667","0.222826087","1.295774648","1.022222222","0.492957746","0.388888889","0.288732394","0.227777778","0.492957746","0.388888889","38.04347826","36.93693694","78.88888889","4.526748971","5.738132499","8.436213992","10.69379238","14.40329218","18.25769431","22.83950617","28.9514867"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00031","","","","90","80","78","51","88","14.7","13","51.5","5","5","27.7","79.2","139","0.288235294","0.147727273","0.199280576","1.7375","1.544444444","0.6375","0.566666667","0.34625","0.307777778","0.64375","0.572222222","36.69064748","34.97474747","88.88888889","6.049382716","6.805555556","11.39917695","12.82407407","21.19341564","23.84259259","32.59259259","36.66666667"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00064","","","","90","87","81","49","71","14.7","12.9","59.5","5","5","27.6","87.1","120","0.3","0.181690141","0.23","1.379310345","1.333333333","0.563218391","0.544444444","0.317241379","0.306666667","0.683908046","0.661111111","40.83333333","31.68771527","96.66666667","6.049382716","6.25798212","11.35802469","11.74968072","24.48559671","25.32992763","35.8436214","37.07960834"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00006","","","","90","83","80","58","98","14","13.8","50.5","5","5","27.8","78.3","156","0.24137931","0.140816327","0.178205128","1.879518072","1.733333333","0.698795181","0.644444444","0.334939759","0.308888889","0.608433735","0.561111111","37.17948718","35.50446999","92.22222222","5.761316872","6.247211066","11.44032922","12.40517626","20.781893","22.53458278","32.22222222","34.93975904"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00062","","","","90","75","70","42","80","14.7","12.5","53.3","5","5","27.2","80.5","122","0.35","0.15625","0.22295082","1.626666667","1.355555556","0.56","0.466666667","0.362666667","0.302222222","0.710666667","0.592222222","34.42622951","33.78881988","83.33333333","6.049382716","7.259259259","11.19341564","13.43209877","21.93415638","26.32098765","33.12757202","39.75308642"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00016","","","","90","90","88","65","110","15.9","14.9","50.5","5","3","30.8","81.3","175","0.244615385","0.135454545","0.176","1.944444444","1.944444444","0.722222222","0.722222222","0.342222222","0.342222222","0.561111111","0.561111111","37.14285714","37.88437884","100","6.543209877","6.543209877","12.67489712","12.67489712","20.781893","20.781893","33.45679012","33.45679012"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00053","","","","90","82","75","53","89","14","13","70.1","3","3","27","97.1","142","0.264150943","0.146067416","0.190140845","1.731707317","1.577777778","0.646341463","0.588888889","0.329268293","0.3","0.854878049","0.778888889","37.32394366","27.80638517","91.11111111","5.761316872","6.323396567","11.11111111","12.19512195","28.84773663","31.66214995","39.95884774","43.85727191"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00004","","","","90","90","90","85","135","23.5","18.7","51.3","7","3","42.2","93.5","220","0.276470588","0.138518519","0.191818182","2.444444444","2.444444444","0.944444444","0.944444444","0.468888889","0.468888889","0.57","0.57","38.63636364","45.13368984","100","9.670781893","9.670781893","17.36625514","17.36625514","21.11111111","21.11111111","38.47736626","38.47736626"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00035","","","","90","80","78","45","78","13.5","12","40.1","5","5","25.5","65.6","123","0.3","0.153846154","0.207317073","1.5375","1.366666667","0.5625","0.5","0.31875","0.283333333","0.50125","0.445555556","36.58536585","38.87195122","88.88888889","5.555555556","6.25","10.49382716","11.80555556","16.50205761","18.56481481","26.99588477","30.37037037"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00020","","","","90","71","60","40","70","12.8","11","39.5","9","9","23.8","63.3","110","0.32","0.157142857","0.216363636","1.549295775","1.222222222","0.563380282","0.444444444","0.335211268","0.264444444","0.556338028","0.438888889","36.36363636","37.59873618","78.88888889","5.267489712","6.677099635","9.794238683","12.41523213","16.25514403","20.60511215","26.04938272","33.02034429"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00042","","","","90","71","65","40","70","13","11","42.5","5","5","24","66.5","110","0.325","0.157142857","0.218181818","1.549295775","1.222222222","0.563380282","0.444444444","0.338028169","0.266666667","0.598591549","0.472222222","36.36363636","36.09022556","78.88888889","5.349794239","6.781429317","9.87654321","12.51956182","17.48971193","22.17005738","27.36625514","34.6896192"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00007","","","","90","85","81","61","102","15.5","14.5","55.7","5","5","30","85.7","163","0.254098361","0.142156863","0.18404908","1.917647059","1.811111111","0.717647059","0.677777778","0.352941176","0.333333333","0.655294118","0.618888889","37.42331288","35.00583431","94.44444444","6.378600823","6.753812636","12.34567901","13.07189542","22.9218107","24.27015251","35.26748971","37.34204793"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00063","","","","90","82","81","77","118","21","15","62.1","3","3","36","98.1","195","0.272727273","0.127118644","0.184615385","2.37804878","2.166666667","0.93902439","0.855555556","0.43902439","0.4","0.757317073","0.69","39.48717949","36.69724771","91.11111111","8.641975309","9.485094851","14.81481481","16.2601626","25.55555556","28.04878049","40.37037037","44.30894309"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00005","","","","90","90","89","79","121","21.5","16.8","52.5","3","3","38.3","90.8","200","0.272151899","0.138842975","0.1915","2.222222222","2.222222222","0.877777778","0.877777778","0.425555556","0.425555556","0.583333333","0.583333333","39.5","42.18061674","100","8.847736626","8.847736626","15.76131687","15.76131687","21.60493827","21.60493827","37.36625514","37.36625514"
"","","MZP2018GUR-ST01","","","","","","","","","MZP2018GUR-ST01-00040","","","","90","90","90","62","147","22.3","14.5","71.5","3","3","36.8","108.3","209","0.359677419","0.098639456","0.176076555","2.322222222","2.322222222","0.688888889","0.688888889","0.408888889","0.408888889","0.794444444","0.794444444","29.66507177","33.97968606","100","9.176954733","9.176954733","15.14403292","15.14403292","29.42386831","29.42386831","44.56790123","44.56790123"
