"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00131","","","","26","23","1","1","7","23","15","16","10","3","14.37","31","41","1.347826087","1.192307692","0.434782609","0.384615385","75.6097561","88.46153846","21.36752137","24.15458937","44.15954416","49.9194847","14.24501425","16.10305958","58.4045584","66.02254428"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00132","","","","26","20","1","1","9","16","6.2","2.2","10","4","14.37","8.4","18.4","0.525","0.323076923","0.625","0.384615385","45.65217391","61.53846154","8.831908832","14.35185185","11.96581197","19.44444444","14.24501425","23.14814815","26.21082621","42.59259259"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00133","","","","26","21","2","4","8","21","21","4.2","20","5","10.5","25.2","45.2","1.2","0.969230769","0.952380952","0.769230769","55.75221239","80.76923077","29.91452991","37.03703704","35.8974359","44.44444444","28.49002849","35.27336861","64.38746439","79.71781305"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00134","","","","26","21","1","2","8","17","18","5.5","28","4","12.39","23.5","51.5","1.382352941","0.903846154","1.647058824","1.076923077","45.63106796","65.38461538","25.64102564","39.21568627","33.47578348","51.19825708","39.88603989","61.00217865","73.36182336","112.2004357"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00135","","","","26","14","1","2","4","14","7.5","3.2","22","4","1.32","10.7","32.7","0.764285714","0.411538462","1.571428571","0.846153846","32.72171254","53.84615385","10.68376068","19.84126984","15.24216524","28.30687831","31.33903134","58.2010582","46.58119658","86.50793651"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00136","","","","26","16","1","1","9","15","0","19","12","3","10.5","19","31","1.266666667","0.730769231","0.8","0.461538462","61.29032258","57.69230769","0","0","27.06552707","46.91358025","17.09401709","29.62962963","44.15954416","76.54320988"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00137","","","","26","6","1","1","5","2","0.4","0.2","17","4","6.12","0.6","17.6","0.3","0.023076923","8.5","0.653846154","3.409090909","7.692307692","0.56980057","7.407407407","0.854700855","11.11111111","24.21652422","314.8148148","25.07122507","325.9259259"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00138","","","","26","12","2","1","7","12","7","3","17.5","5","12.39","10","27.5","0.833333333","0.384615385","1.458333333","0.673076923","36.36363636","46.15384615","9.971509972","21.60493827","14.24501425","30.86419753","24.92877493","54.01234568","39.17378917","84.87654321"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00139","","","","26","21","4","6","8","16","7","4","6","5","","11","17","0.6875","0.423076923","0.375","0.230769231","64.70588235","61.53846154","9.971509972","16.2037037","15.66951567","25.46296296","8.547008547","13.88888889","24.21652422","39.35185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00140","","","","26","18","1","1","8","18","3.5","17","8","4","12.39","20.5","28.5","1.138888889","0.788461538","0.444444444","0.307692308","71.92982456","69.23076923","4.985754986","7.201646091","29.2022792","42.18106996","11.3960114","16.46090535","40.5982906","58.64197531"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00141","","","","26","20","1","1","9","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00142","","","","26","8","1","1","8","8","0","3","13","4","7.76","3","16","0.375","0.115384615","1.625","0.5","18.75","30.76923077","0","0","4.273504274","13.88888889","18.51851852","60.18518519","22.79202279","74.07407407"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00143","","","","26","11","1","1","6","7","2","7","2.5","4","12.39","9","11.5","1.285714286","0.346153846","0.357142857","0.096153846","78.26086957","26.92307692","2.849002849","10.58201058","12.82051282","47.61904762","3.561253561","13.22751323","16.38176638","60.84656085"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00144","","","","26","20","1","1","9","20","5.2","6","6","4","12.39","11.2","17.2","0.56","0.430769231","0.3","0.230769231","65.11627907","76.92307692","7.407407407","9.62962963","15.95441595","20.74074074","8.547008547","11.11111111","24.5014245","31.85185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00145","","","","26","18","4","1","6","18","6.2","7","7","4","14.37","13.2","20.2","0.733333333","0.507692308","0.388888889","0.269230769","65.34653465","69.23076923","8.831908832","12.75720165","18.8034188","27.16049383","9.971509972","14.40329218","28.77492877","41.56378601"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00146","","","","26","14","1","1","6","14","10","2.2","9","4","12.39","12.2","21.2","0.871428571","0.469230769","0.642857143","0.346153846","57.54716981","53.84615385","14.24501425","26.45502646","17.37891738","32.27513228","12.82051282","23.80952381","30.1994302","56.08465608"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00147","","","","26","10","1","1","9","10","7.2","10","8","4","12.39","17.2","25.2","1.72","0.661538462","0.8","0.307692308","68.25396825","38.46153846","10.25641026","26.66666667","24.5014245","63.7037037","11.3960114","29.62962963","35.8974359","93.33333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00148","","","","26","20","1","1","3","20","7","8","12","5","14.37","15","27","0.75","0.576923077","0.6","0.461538462","55.55555556","76.92307692","9.971509972","12.96296296","21.36752137","27.77777778","17.09401709","22.22222222","38.46153846","50"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00149","","","","26","16","1","1","8","12","4","8.2","16","3","14.37","12.2","28.2","1.016666667","0.469230769","1.333333333","0.615384615","43.26241135","46.15384615","5.698005698","12.34567901","17.37891738","37.65432099","22.79202279","49.38271605","40.17094017","87.03703704"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00150","","","","26","18","1","1","9","18","7.8","5","8","4","14.37","12.8","20.8","0.711111111","0.492307692","0.444444444","0.307692308","61.53846154","69.23076923","11.11111111","16.04938272","18.23361823","26.33744856","11.3960114","16.46090535","29.62962963","42.79835391"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00151","","","","26","18","1","1","7","18","14","5","20","4","6.12","19","39","1.055555556","0.730769231","1.111111111","0.769230769","48.71794872","69.23076923","19.94301994","28.80658436","27.06552707","39.09465021","28.49002849","41.15226337","55.55555556","80.24691358"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00152","","","","26","17","1","1","6","17","18","2","12","4","14.37","20","32","1.176470588","0.769230769","0.705882353","0.461538462","62.5","65.38461538","25.64102564","39.21568627","28.49002849","43.57298475","17.09401709","26.14379085","45.58404558","69.7167756"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00153","","","","26","8","1","1","9","4","2.2","2","3.5","4","6.12","4.2","7.7","1.05","0.161538462","0.875","0.134615385","54.54545455","15.38461538","3.133903134","20.37037037","5.982905983","38.88888889","4.985754986","32.40740741","10.96866097","71.2962963"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00154","","","","26","14","1","1","9","14","7","2.8","6.5","4","11.03","9.8","16.3","0.7","0.376923077","0.464285714","0.25","60.12269939","53.84615385","9.971509972","18.51851852","13.96011396","25.92592593","9.259259259","17.1957672","23.21937322","43.12169312"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00155","","","","26","5","1","1","5","5","13","7","6.8","5","14.37","20","26.8","4","0.769230769","1.36","0.261538462","74.62686567","19.23076923","18.51851852","96.2962963","28.49002849","148.1481481","9.686609687","50.37037037","38.17663818","198.5185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00156","","","","26","18","1","1","9","11","0","2","8.2","5","12.39","2","10.2","0.181818182","0.076923077","0.745454545","0.315384615","19.60784314","42.30769231","0","0","2.849002849","6.734006734","11.68091168","27.60942761","14.52991453","34.34343434"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00157","","","","26","15","1","1","9","15","15","5","11.6","5","14.37","20","31.6","1.333333333","0.769230769","0.773333333","0.446153846","63.29113924","57.69230769","21.36752137","37.03703704","28.49002849","49.38271605","16.52421652","28.64197531","45.01424501","78.02469136"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00158","","","","26","22","1","1","9","22","18","14","9","4","14.37","32","41","1.454545455","1.230769231","0.409090909","0.346153846","78.04878049","84.61538462","25.64102564","30.3030303","45.58404558","53.87205387","12.82051282","15.15151515","58.4045584","69.02356902"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00159","","","","26","17","1","1","9","17","11","7.8","10.6","4","14.37","18.8","29.4","1.105882353","0.723076923","0.623529412","0.407692308","63.94557823","65.38461538","15.66951567","23.96514161","26.78062678","40.95860566","15.0997151","23.09368192","41.88034188","64.05228758"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00160","","","","26","19","1","1","9","19","19","5","4.8","5","14.37","24","28.8","1.263157895","0.923076923","0.252631579","0.184615385","83.33333333","73.07692308","27.06552707","37.03703704","34.18803419","46.78362573","6.837606838","9.356725146","41.02564103","56.14035088"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00161","","","","26","15","1","1","9","13","17","10","17.4","4","12.39","27","44.4","2.076923077","1.038461538","1.338461538","0.669230769","60.81081081","50","24.21652422","48.43304843","38.46153846","76.92307692","24.78632479","49.57264957","63.24786325","126.4957265"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00162","","","","26","21","1","1","9","21","10","5","5.8","4","14.37","15","20.8","0.714285714","0.576923077","0.276190476","0.223076923","72.11538462","80.76923077","14.24501425","17.6366843","21.36752137","26.45502646","8.262108262","10.2292769","29.62962963","36.68430335"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00163","","","","26","20","1","1","9","20","21","8","14.5","4","14.37","29","43.5","1.45","1.115384615","0.725","0.557692308","66.66666667","76.92307692","29.91452991","38.88888889","41.31054131","53.7037037","20.65527066","26.85185185","61.96581197","80.55555556"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00164","","","","26","16","1","1","9","12","13","3","9.8","4","14.37","16","25.8","1.333333333","0.615384615","0.816666667","0.376923077","62.01550388","46.15384615","18.51851852","40.12345679","22.79202279","49.38271605","13.96011396","30.24691358","36.75213675","79.62962963"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00165","","","","26","23","1","1","9","23","23","3.5","6.8","4","12.39","26.5","33.3","1.152173913","1.019230769","0.295652174","0.261538462","79.57957958","88.46153846","32.76353276","37.03703704","37.74928775","42.67310789","9.686609687","10.95008052","47.43589744","53.62318841"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00166","","","","26","15","1","1","9","13","14","5.5","8.8","5","14.37","19.5","28.3","1.5","0.75","0.676923077","0.338461538","68.90459364","50","19.94301994","39.88603989","27.77777778","55.55555556","12.53561254","25.07122507","40.31339031","80.62678063"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00167","","","","26","20","1","1","9","18","25","10","16.2","4","14.37","35","51.2","1.944444444","1.346153846","0.9","0.623076923","68.359375","69.23076923","35.61253561","51.44032922","49.85754986","72.01646091","23.07692308","33.33333333","72.93447293","105.3497942"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00168","","","","26","16","1","1","9","16","12","6","8","4","14.37","18","26","1.125","0.692307692","0.5","0.307692308","69.23076923","61.53846154","17.09401709","27.77777778","25.64102564","41.66666667","11.3960114","18.51851852","37.03703704","60.18518519"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00169","","","","26","19","1","1","9","19","8.2","6.2","12.5","5","14.37","14.4","26.9","0.757894737","0.553846154","0.657894737","0.480769231","53.53159851","73.07692308","11.68091168","15.98440546","20.51282051","28.07017544","17.80626781","24.36647173","38.31908832","52.43664717"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00170","","","","26","21","1","1","9","21","18.5","10","15.5","4","12.39","28.5","44","1.357142857","1.096153846","0.738095238","0.596153846","64.77272727","80.76923077","26.35327635","32.62786596","40.5982906","50.26455026","22.07977208","27.33686067","62.67806268","77.60141093"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00171","","","","26","20","1","1","9","14","16","14","9.8","5","12.39","30","39.8","2.142857143","1.153846154","0.7","0.376923077","75.37688442","53.84615385","22.79202279","42.32804233","42.73504274","79.36507937","13.96011396","25.92592593","56.6951567","105.2910053"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00172","","","","26","19","1","1","9","19","9","10","8.8","4","11.03","19","27.8","1","0.730769231","0.463157895","0.338461538","68.34532374","73.07692308","12.82051282","17.54385965","27.06552707","37.03703704","12.53561254","17.1539961","39.6011396","54.19103314"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00173","","","","26","19","1","1","9","14","7.8","3","8","5","14.37","10.8","18.8","0.771428571","0.415384615","0.571428571","0.307692308","57.44680851","53.84615385","11.11111111","20.63492063","15.38461538","28.57142857","11.3960114","21.16402116","26.78062678","49.73544974"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00174","","","","26","13","1","1","9","12","6","2.5","7.8","4","7.23","8.5","16.3","0.708333333","0.326923077","0.65","0.3","52.14723926","46.15384615","8.547008547","18.51851852","12.10826211","26.2345679","11.11111111","24.07407407","23.21937322","50.30864198"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00175","","","","26","15","1","1","8","8","2.5","4.2","10.8","4","7.76","6.7","17.5","0.8375","0.257692308","1.35","0.415384615","38.28571429","30.76923077","3.561253561","11.57407407","9.544159544","31.01851852","15.38461538","50","24.92877493","81.01851852"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00176","","","","26","10","1","1","5","10","6","1","7.5","5","6.12","7","14.5","0.7","0.269230769","0.75","0.288461538","48.27586207","38.46153846","8.547008547","22.22222222","9.971509972","25.92592593","10.68376068","27.77777778","20.65527066","53.7037037"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00177","","","","26","17","1","1","9","17","10","4.8","9.2","5","0.02","14.8","24","0.870588235","0.569230769","0.541176471","0.353846154","61.66666667","65.38461538","14.24501425","21.78649237","21.08262108","32.24400871","13.10541311","20.04357298","34.18803419","52.2875817"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00178","","","","26","16","1","1","9","10","9.2","6","7.8","5","7.76","15.2","23","1.52","0.584615385","0.78","0.3","66.08695652","38.46153846","13.10541311","34.07407407","21.65242165","56.2962963","11.11111111","28.88888889","32.76353276","85.18518519"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00179","","","","26","14","1","1","9","13","2.2","0","12","5","6.12","2.2","14.2","0.169230769","0.084615385","0.923076923","0.461538462","15.49295775","50","3.133903134","6.267806268","3.133903134","6.267806268","17.09401709","34.18803419","20.22792023","40.45584046"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00180","","","","26","21","1","1","9","21","13","6.8","16","4","12.39","19.8","35.8","0.942857143","0.761538462","0.761904762","0.615384615","55.30726257","80.76923077","18.51851852","22.92768959","28.20512821","34.92063492","22.79202279","28.21869489","50.997151","63.13932981"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00181","","","","26","23","1","1","9","23","5.5","2","10.5","4","12.39","7.5","18","0.326086957","0.288461538","0.456521739","0.403846154","41.66666667","88.46153846","7.834757835","8.85668277","10.68376068","12.07729469","14.95726496","16.90821256","25.64102564","28.98550725"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00182","","","","26","2","1","1","3","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00183","","","","26","20","1","1","9","20","2.5","3","10","5","7.76","5.5","15.5","0.275","0.211538462","0.5","0.384615385","35.48387097","76.92307692","3.561253561","4.62962963","7.834757835","10.18518519","14.24501425","18.51851852","22.07977208","28.7037037"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00184","","","","26","19","1","1","9","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00185","","","","26","13","1","1","8","13","2.6","6","5.7","5","6.12","8.6","14.3","0.661538462","0.330769231","0.438461538","0.219230769","60.13986014","50","3.703703704","7.407407407","12.25071225","24.5014245","8.11965812","16.23931624","20.37037037","40.74074074"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00186","","","","26","12","1","1","9","12","12","2","13.2","5","0.02","14","27.2","1.166666667","0.538461538","1.1","0.507692308","51.47058824","46.15384615","17.09401709","37.03703704","19.94301994","43.20987654","18.8034188","40.74074074","38.74643875","83.95061728"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00187","","","","26","17","1","1","8","17","26","4","10","4","12.39","30","40","1.764705882","1.153846154","0.588235294","0.384615385","75","65.38461538","37.03703704","56.64488017","42.73504274","65.35947712","14.24501425","21.78649237","56.98005698","87.1459695"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00188","","","","26","15","1","1","9","15","18","5","12","5","12.39","23","35","1.533333333","0.884615385","0.8","0.461538462","65.71428571","57.69230769","25.64102564","44.44444444","32.76353276","56.79012346","17.09401709","29.62962963","49.85754986","86.41975309"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00189","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00190","","","","26","4","1","1","1","4","4.8","5.8","3.8","4","14.37","10.6","14.4","2.65","0.407692308","0.95","0.146153846","73.61111111","15.38461538","6.837606838","44.44444444","15.0997151","98.14814815","5.413105413","35.18518519","20.51282051","133.3333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00191","","","","26","11","1","1","5","8","2","3","3.5","4","12.39","5","8.5","0.625","0.192307692","0.4375","0.134615385","58.82352941","30.76923077","2.849002849","9.259259259","7.122507123","23.14814815","4.985754986","16.2037037","12.10826211","39.35185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00192","","","","26","12","1","1","7","12","5","3","16.8","5","12.39","8","24.8","0.666666667","0.307692308","1.4","0.646153846","32.25806452","46.15384615","7.122507123","15.43209877","11.3960114","24.69135802","23.93162393","51.85185185","35.32763533","76.54320988"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00193","","","","26","7","2","1","4","3","2.8","3","5","4","14.37","5.8","10.8","1.933333333","0.223076923","1.666666667","0.192307692","53.7037037","11.53846154","3.988603989","34.56790123","8.262108262","71.60493827","7.122507123","61.72839506","15.38461538","133.3333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00194","","","","26","11","1","1","9","11","2.8","2","10.8","4","14.37","4.8","15.6","0.436363636","0.184615385","0.981818182","0.415384615","30.76923077","42.30769231","3.988603989","9.427609428","6.837606838","16.16161616","15.38461538","36.36363636","22.22222222","52.52525253"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00195","","","","26","16","1","1","9","13","2.8","3","10","4","12.39","5.8","15.8","0.446153846","0.223076923","0.769230769","0.384615385","36.70886076","50","3.988603989","7.977207977","8.262108262","16.52421652","14.24501425","28.49002849","22.50712251","45.01424501"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00196","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00197","","","","26","26","4","2","8","26","7.8","13.5","10.8","5","7.23","21.3","32.1","0.819230769","0.819230769","0.415384615","0.415384615","66.35514019","100","11.11111111","11.11111111","30.34188034","30.34188034","15.38461538","15.38461538","45.72649573","45.72649573"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00198","","","","26","18","2","1","8","18","16","9","7.8","4","14.37","25","32.8","1.388888889","0.961538462","0.433333333","0.3","76.2195122","69.23076923","22.79202279","32.9218107","35.61253561","51.44032922","11.11111111","16.04938272","46.72364672","67.48971193"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00199","","","","26","26","1","1","9","18","6","3","11.5","4","5.49","9","20.5","0.5","0.346153846","0.638888889","0.442307692","43.90243902","69.23076923","8.547008547","12.34567901","12.82051282","18.51851852","16.38176638","23.66255144","29.2022792","42.18106996"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00200","","","","26","18","1","1","9","15","4","2","12","4","0.12","6","18","0.4","0.230769231","0.8","0.461538462","33.33333333","57.69230769","5.698005698","9.87654321","8.547008547","14.81481481","17.09401709","29.62962963","25.64102564","44.44444444"
