"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00031","","","","33","33","32","14","19","4.3","5.3","11.7","1","7","7","36.6","4.08","2.58","1.34","59.66","0.95","2.68","21.53","9.6","21.3","33","0.307142857","0.278947368","0.290909091","1","0.424242424","0.290909091","0.354545455","42.42424242","45.07042254","3.5136","4.08357075","9.116809117","11.11111111","3.336752137","20.22792023","0.846153846","0.358974359","0.246153846","0.3","84.61538462","4.826038159","10.77441077","13.13131313","3.943434343","23.90572391"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00032","","","","34","34","33","19","38","5","7.3","18.5","3","5","5","","","","","","","","","12.3","30.8","57","0.263157895","0.192105263","0.215789474","1.676470588","0.558823529","0.361764706","0.544117647","33.33333333","39.93506494","","4.748338082","11.68091168","17.5688509","","29.24976258","1.461538462","0.487179487","0.315384615","0.474358974","87.17948718","5.446623094","13.39869281","20.15250545","","33.55119826"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00033","","","","30","30","30","16","24","4.8","6","19.9","1","5","5","","","","","","","","","10.8","30.7","40","0.3","0.25","0.27","1.333333333","0.533333333","0.36","0.663333333","40","35.17915309","","4.558404558","10.25641026","18.89838557","","29.15479582","1.025641026","0.41025641","0.276923077","0.51025641","76.92307692","5.925925926","13.33333333","24.56790123","","37.90123457"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00034","","","","35","35","34","18","43","5.1","9.5","21.5","7","5","5","36.1","6.01","2.88","1.62","54.34","1.04","2.94","19.63","14.6","36.1","61","0.283333333","0.220930233","0.239344262","1.742857143","0.514285714","0.417142857","0.614285714","29.50819672","40.4432133","5.2706","4.843304843","13.8651472","20.41785375","5.005318139","34.28300095","1.564102564","0.461538462","0.374358974","0.551282051","89.74358974","5.396825397","15.44973545","22.75132275","5.577354497","38.2010582"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00035","","","","34","34","30","15","22","4.7","5.5","31.5","3","5","5","33.33","5.31","3.19","1.64","52.04","0.8","2.2","24.3","10.2","41.7","37","0.313333333","0.25","0.275675676","1.088235294","0.441176471","0.3","0.926470588","40.54054054","24.46043165","3.39966","4.463437797","9.686609687","29.91452991","3.228547009","39.6011396","0.948717949","0.384615385","0.261538462","0.807692308","87.17948718","5.119825708","11.11111111","34.31372549","3.703333333","45.4248366"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00036","","","","25","25","25","11","20","3.2","5","13.5","5","7","7","39.75","2.79","1.98","0.97","65.81","0.8","2.47","15.62","8.2","21.7","31","0.290909091","0.25","0.264516129","1.24","0.44","0.328","0.54","35.48387097","37.78801843","3.2595","3.038936372","7.787274454","12.82051282","3.095441595","20.60778727","0.794871795","0.282051282","0.21025641","0.346153846","64.1025641","4.740740741","12.14814815","20","4.828888889","32.14814815"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00037","","","","36","36","35","27","51","7.1","10.7","71.5","1","3","3","34.1","5.69","2.83","1.63","60.82","0.57","2.19","15.96","17.8","89.3","78","0.262962963","0.209803922","0.228205128","2.166666667","0.75","0.494444444","1.986111111","34.61538462","19.93281075","6.0698","6.742640076","16.90408357","67.90123457","5.764292498","84.80531814","2","0.692307692","0.456410256","1.833333333","92.30769231","7.304526749","18.3127572","73.55967078","6.244650206","91.87242798"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00038","","","","34","34","34","22","46","5.3","8.8","41.3","1","","1","","","","","","","","","14.1","55.4","68","0.240909091","0.191304348","0.207352941","2","0.647058824","0.414705882","1.214705882","32.35294118","25.45126354","","5.033238367","13.39031339","39.22127255","","52.61158594","1.743589744","0.564102564","0.361538462","1.058974359","87.17948718","5.773420479","15.35947712","44.98910675","","60.34858388"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00039","","","","34","34","32","5","51","6","8.1","33.5","5","1","1","","","","","","","","","14.1","47.6","56","1.2","0.158823529","0.251785714","1.647058824","0.147058824","0.414705882","0.985294118","8.928571429","29.62184874","","5.698005698","13.39031339","31.81386515","","45.20417854","1.435897436","0.128205128","0.361538462","0.858974359","87.17948718","6.535947712","15.35947712","36.49237473","","51.85185185"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00040","","","","24","24","24","13","21","3.6","5.1","16.1","1","5","5","","","","","","","","","8.7","24.8","34","0.276923077","0.242857143","0.255882353","1.416666667","0.541666667","0.3625","0.670833333","38.23529412","35.08064516","","3.418803419","8.262108262","15.28964862","","23.55175689","0.871794872","0.333333333","0.223076923","0.412820513","61.53846154","5.555555556","13.42592593","24.84567901","","38.27160494"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00041","","","","25","25","25","10","19","3.1","4.5","42.7","1","5","5","","","","","","","","","7.6","50.3","29","0.31","0.236842105","0.262068966","1.16","0.4","0.304","1.708","34.48275862","15.10934394","","2.943969611","7.217473884","40.55080722","","47.7682811","0.743589744","0.256410256","0.194871795","1.094871795","64.1025641","4.592592593","11.25925926","63.25925926","","74.51851852"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00042","","","","34","34","33","17","35","4.9","7.5","30.2","3","3","3","","","","","","","","","12.4","42.6","52","0.288235294","0.214285714","0.238461538","1.529411765","0.5","0.364705882","0.888235294","32.69230769","29.10798122","","4.65337132","11.77587844","28.67996201","","40.45584046","1.333333333","0.435897436","0.317948718","0.774358974","87.17948718","5.337690632","13.50762527","32.89760349","","46.40522876"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00043","","","","30","30","27","12","23","3.4","5.7","18.5","1","5","5","34.97","5.97","2.93","1.65","53.48","0.54","2.23","23.16","9.1","27.6","35","0.283333333","0.247826087","0.26","1.166666667","0.4","0.303333333","0.616666667","34.28571429","32.97101449","3.18227","3.228869896","8.641975309","17.5688509","3.022098765","26.21082621","0.897435897","0.307692308","0.233333333","0.474358974","76.92307692","4.197530864","11.2345679","22.83950617","3.928728395","34.07407407"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00044","","","","39","39","39","41","79","10.2","13.3","15.5","1","1","1","40.08","3.76","2.31","1.22","59.19","1.33","3.55","22.37","23.5","39","120","0.248780488","0.16835443","0.195833333","3.076923077","1.051282051","0.602564103","0.397435897","34.16666667","60.25641026","9.4188","9.686609687","22.31718898","14.71984805","8.944729345","37.03703704","3.076923077","1.051282051","0.602564103","0.397435897","100","9.686609687","22.31718898","14.71984805","8.944729345","37.03703704"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00045","","","","30","30","24","14","32","4","7.2","41.3","3","3","3","","","","","","","","","11.2","52.5","46","0.285714286","0.225","0.243478261","1.533333333","0.466666667","0.373333333","1.376666667","30.43478261","21.33333333","","3.798670465","10.6362773","39.22127255","","49.85754986","1.179487179","0.358974359","0.287179487","1.058974359","76.92307692","4.938271605","13.82716049","50.98765432","","64.81481481"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00046","","","","30","30","27","19","37","5.1","7.5","20.1","1","5","5","31.6","3.88","2.76","1.35","51.65","1.61","2.9","27.1","12.6","32.7","56","0.268421053","0.202702703","0.225","1.866666667","0.633333333","0.42","0.67","33.92857143","38.53211009","3.9816","4.843304843","11.96581197","19.08831909","3.781196581","31.05413105","1.435897436","0.487179487","0.323076923","0.515384615","76.92307692","6.296296296","15.55555556","24.81481481","4.915555556","40.37037037"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00047","","","","25","25","25","13","23","3.5","6","13.5","3","5","3","","","","","","","","","9.5","23","36","0.269230769","0.260869565","0.263888889","1.44","0.52","0.38","0.54","36.11111111","41.30434783","","3.323836657","9.021842355","12.82051282","","21.84235518","0.923076923","0.333333333","0.243589744","0.346153846","64.1025641","5.185185185","14.07407407","20","","34.07407407"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00048","","","","30","30","30","19","41","5","9.5","39.5","5","3","3","","","","","","","","","14.5","54","60","0.263157895","0.231707317","0.241666667","2","0.633333333","0.483333333","1.316666667","31.66666667","26.85185185","","4.748338082","13.77018044","37.51187085","","51.28205128","1.538461538","0.487179487","0.371794872","1.012820513","76.92307692","6.172839506","17.90123457","48.7654321","","66.66666667"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00049","","","","23","23","20","11","17","3.1","4.9","50.7","1","5","5","36.48","4.26","2.58","1.53","53.74","1.16","2.82","21.2","8","58.7","28","0.281818182","0.288235294","0.285714286","1.217391304","0.47826087","0.347826087","2.204347826","39.28571429","13.6286201","2.9184","2.943969611","7.597340931","48.14814815","2.771509972","55.74548908","0.717948718","0.282051282","0.205128205","1.3","58.97435897","4.99194847","12.88244767","81.64251208","4.699516908","94.52495974"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00050","","","","30","30","30","14","28","4.3","6.7","77.5","3","3","3","","","","","","","","","11","88.5","42","0.307142857","0.239285714","0.261904762","1.4","0.466666667","0.366666667","2.583333333","33.33333333","12.42937853","","4.08357075","10.44634378","73.59924027","","84.04558405","1.076923077","0.358974359","0.282051282","1.987179487","76.92307692","5.308641975","13.58024691","95.67901235","","109.2592593"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00051","","","","20","20","17","10","17","3","5","49","1","5","5","44.8","6.68","3.56","1.68","60.34","0.23","2.58","18.34","8","57","27","0.3","0.294117647","0.296296296","1.35","0.5","0.4","2.45","37.03703704","14.03508772","3.584","2.849002849","7.597340931","46.5337132","3.403608737","54.13105413","0.692307692","0.256410256","0.205128205","1.256410256","51.28205128","5.555555556","14.81481481","90.74074074","6.637037037","105.5555556"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00052","","","","25","25","23","7","19","1.2","5.3","10.5","5","7","7","","","","","","","","","6.5","17","26","0.171428571","0.278947368","0.25","1.04","0.28","0.26","0.42","26.92307692","38.23529412","","1.13960114","6.172839506","9.971509972","","16.14434948","0.666666667","0.179487179","0.166666667","0.269230769","64.1025641","1.777777778","9.62962963","15.55555556","","25.18518519"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00053","","","","32","32","28","13","24","3.7","6","60.2","1","7","7","30.03","4.57","2.77","1.68","53.68","1.18","2.81","20.54","9.7","69.9","37","0.284615385","0.25","0.262162162","1.15625","0.40625","0.303125","1.88125","35.13513514","13.8769671","2.91291","3.51377018","9.211775878","57.1699905","2.766296296","66.38176638","0.948717949","0.333333333","0.248717949","1.543589744","82.05128205","4.282407407","11.22685185","69.67592593","3.371423611","80.90277778"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00054","","","","30","30","30","15","21","4","5.2","43.1","5","5","5","38.63","3.24","2.28","1.06","65.39","1.68","3.51","14.12","9.2","52.3","36","0.266666667","0.247619048","0.255555556","1.2","0.5","0.306666667","1.436666667","41.66666667","17.59082218","3.55396","3.798670465","8.73694207","40.93067426","3.375080722","49.66761633","0.923076923","0.384615385","0.235897436","1.105128205","76.92307692","4.938271605","11.35802469","53.20987654","4.387604938","64.56790123"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00055","","","","34","34","32","14","19","4.3","5.3","11.7","1","7","7","36.37","3.96","2.77","1.3","53.67","1.6","3.5","27.58","9.6","21.3","33","0.307142857","0.278947368","0.290909091","0.970588235","0.411764706","0.282352941","0.344117647","42.42424242","45.07042254","3.49152","4.08357075","9.116809117","11.11111111","3.315783476","20.22792023","0.846153846","0.358974359","0.246153846","0.3","87.17948718","4.684095861","10.45751634","12.74509804","3.803398693","23.20261438"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00056","","","","34","34","33","10","16","3","4.2","26.3","5","7","7","","3.67","2.52","1.14","60.42","0.88","2.4","18.67","7.2","33.5","26","0.3","0.2625","0.276923077","0.764705882","0.294117647","0.211764706","0.773529412","38.46153846","21.49253731","","2.849002849","6.837606838","24.97625831","","31.81386515","0.666666667","0.256410256","0.184615385","0.674358974","87.17948718","3.267973856","7.843137255","28.64923747","","36.49237473"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00057","","","","30","30","25","17","25","4.7","6.5","20.1","3","5","5","35.44","4.13","2.41","1.43","59.47","0.52","2.61","17.7","11.2","31.3","42","0.276470588","0.26","0.266666667","1.4","0.566666667","0.373333333","0.67","40.47619048","35.7827476","3.96928","4.463437797","10.6362773","19.08831909","3.769496676","29.72459639","1.076923077","0.435897436","0.287179487","0.515384615","76.92307692","5.802469136","13.82716049","24.81481481","4.900345679","38.64197531"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00058","","","","33","33","33","14","39","4","8.5","55.3","5","3","3","36.68","5.18","2.56","1.42","62.34","0.85","2.43","15.9","12.5","67.8","53","0.285714286","0.217948718","0.235849057","1.606060606","0.424242424","0.378787879","1.675757576","26.41509434","18.43657817","4.585","3.798670465","11.8708452","52.51661918","4.354226021","64.38746439","1.358974359","0.358974359","0.320512821","1.417948718","84.61538462","4.489337823","14.0291807","62.0650954","5.145903479","76.09427609"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00059","","","","34","34","33","28","47","7.2","9.5","30.2","3","3","3","45.02","4.4","2.72","1.43","59.21","0.89","2.6","16.73","16.7","46.9","75","0.257142857","0.20212766","0.222666667","2.205882353","0.823529412","0.491176471","0.888235294","37.33333333","35.60767591","7.51834","6.837606838","15.85944919","28.67996201","7.139924027","44.53941121","1.923076923","0.717948718","0.428205128","0.774358974","87.17948718","7.843137255","18.19172113","32.89760349","8.189912854","51.08932462"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00060","","","","30","30","30","16","24","4.8","6","19.9","1","5","5","31.42","3.98","2.21","1.19","62.36","1.22","2.62","16.01","10.8","30.7","40","0.3","0.25","0.27","1.333333333","0.533333333","0.36","0.663333333","40","35.17915309","3.39336","4.558404558","10.25641026","18.89838557","3.222564103","29.15479582","1.025641026","0.41025641","0.276923077","0.51025641","76.92307692","5.925925926","13.33333333","24.56790123","4.189333333","37.90123457"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00061","","","","28","28","26","22","36","5.2","7.2","42.2","1","3","3","","","","","","","","","12.4","54.6","58","0.236363636","0.2","0.213793103","2.071428571","0.785714286","0.442857143","1.507142857","37.93103448","22.71062271","","4.938271605","11.77587844","40.07597341","","51.85185185","1.487179487","0.564102564","0.317948718","1.082051282","71.79487179","6.878306878","16.4021164","55.82010582","","72.22222222"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00062","","","","35","35","34","18","43","5.1","9.5","23.6","7","7","5","","","","","","","","","14.6","38.2","61","0.283333333","0.220930233","0.239344262","1.742857143","0.514285714","0.417142857","0.674285714","29.50819672","38.21989529","","4.843304843","13.8651472","22.41215575","","36.27730294","1.564102564","0.461538462","0.374358974","0.605128205","89.74358974","5.396825397","15.44973545","24.97354497","","40.42328042"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00063","","","","25","25","24","10","21","3","5","18.3","5","5","7","39.15","4.2","2.67","1.39","59.49","0.69","2.35","20.31","8","26.3","31","0.3","0.238095238","0.258064516","1.24","0.4","0.32","0.732","32.25806452","30.41825095","3.132","2.849002849","7.597340931","17.37891738","2.974358974","24.97625831","0.794871795","0.256410256","0.205128205","0.469230769","64.1025641","4.444444444","11.85185185","27.11111111","4.64","38.96296296"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00064","","","","30","30","28","20","37","5.7","8.5","16.5","1","5","5","44.03","4.05","2.64","1.49","57.82","0.96","2.64","20.05","14.2","30.7","57","0.285","0.22972973","0.249122807","1.9","0.666666667","0.473333333","0.55","35.0877193","46.25407166","6.25226","5.413105413","13.48528015","15.66951567","5.937568851","29.15479582","1.461538462","0.512820513","0.364102564","0.423076923","76.92307692","7.037037037","17.5308642","20.37037037","7.718839506","37.90123457"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00065","","","","34","34","34","14","25","4","5.5","51.3","3","5","5","","","","","","","","","9.5","60.8","39","0.285714286","0.22","0.243589744","1.147058824","0.411764706","0.279411765","1.508823529","35.8974359","15.625","","3.798670465","9.021842355","48.71794872","","57.73979107","1","0.358974359","0.243589744","1.315384615","87.17948718","4.357298475","10.34858388","55.88235294","","66.23093682"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00066","","","","30","30","28","17","28","5","6.5","21.5","3","5","5","37.93","5.34","2.82","1.6","57.44","0.76","2.72","21.57","11.5","33","45","0.294117647","0.232142857","0.255555556","1.5","0.566666667","0.383333333","0.716666667","37.77777778","34.84848485","4.36195","4.748338082","10.92117759","20.41785375","4.142402659","31.33903134","1.153846154","0.435897436","0.294871795","0.551282051","76.92307692","6.172839506","14.19753086","26.54320988","5.385123457","40.74074074"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00067","","","","36","36","35","15","45","4.5","9.5","22.3","1","3","3","","","","","","","","","14","36.3","60","0.3","0.211111111","0.233333333","1.666666667","0.416666667","0.388888889","0.619444444","25","38.56749311","","4.273504274","13.29534663","21.17758784","","34.47293447","1.538461538","0.384615385","0.358974359","0.571794872","92.30769231","4.62962963","14.40329218","22.94238683","","37.34567901"
"","","MZP2018GUR-MT02","","","","","","","","","MZP2018GUR-MT02-00068","","","","35","35","35","17","27","5","7","21.5","3","5","5","","","","","","","","","12","33.5","44","0.294117647","0.259259259","0.272727273","1.257142857","0.485714286","0.342857143","0.614285714","38.63636364","35.82089552","","4.748338082","11.3960114","20.41785375","","31.81386515","1.128205128","0.435897436","0.307692308","0.551282051","89.74358974","5.291005291","12.6984127","22.75132275","","35.44973545"
