"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00039","","","","20","18","3.4","24","11","3.6","0.3","3","32.67326733","4.3699884","20.8777428","1.7447251","1.0567062","140.5608673","85.6652069","61.4841385","4.9039741","7.1484332","4.6741586","0.3017921","3.9","7.3","35","0.15","0.027272727","0.111428571","1.944444444","1.75","1.333333333","1.2","0.216666667","0.195","0.188888889","0.17","68.57142857","53.42465753","90","1.274257426","8","8.888888889","8.666666667","9.62962963","7.555555556","8.395061728","2.831683169","3.146314632","16.22222222","18.02469136"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00040","","","","20","10","3.4","16","11","3.1","0.4","5","31.67330677","5.0319858","17.5917091","1.824894","1.0558156","149.4757233","88.4049988","62.3404884","4.6237817","6.6735358","3.884887","0.3324291","3.5","6.9","27","0.19375","0.036363636","0.12962963","2.7","1.35","1.6","0.8","0.35","0.175","0.34","0.17","59.25925926","50.72463768","50","1.108565737","6.888888889","13.77777778","7.777777778","15.55555556","7.555555556","15.11111111","2.463479415","4.926958831","15.33333333","30.66666667"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00041","","","","20","16","4.6","28","31","4.8","0.6","3","28.76712329","5.4964733","24.900198","2.1159813","1.3197106","135.3066559","108.387085","60.604126","2.8800638","4.684813","9.4686842","0.2644221","5.4","10","59","0.171428571","0.019354839","0.091525424","3.6875","2.95","1.75","1.4","0.3375","0.27","0.2875","0.23","47.45762712","54","80","1.553424658","10.66666667","13.33333333","12","15","10.22222222","12.77777778","3.452054795","4.315068494","22.22222222","27.77777778"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00042","","","","20","12","4","13","20","2.5","0.6","5","30.51181102","4.5012126","23.0494099","1.8548154","1.1827511","144.6666565","108.0715485","62.6305656","2.8726058","4.587317","8.3074121","0.2036792","3.1","7.1","33","0.192307692","0.03","0.093939394","2.75","1.65","1.083333333","0.65","0.258333333","0.155","0.333333333","0.2","39.39393939","43.66197183","60","0.945866142","5.555555556","9.259259259","6.888888889","11.48148148","8.888888889","14.81481481","2.101924759","3.503207932","15.77777778","26.2962963"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00043","","","","20","15","7","29","25","5.8","1.2","3","30.58823529","5.1078696","31.6168823","1.8079925","1.1955836","130.2965851","91.2380371","61.6678391","0.8541357","2.0712142","12.5823488","0.0076509","7","14","54","0.2","0.048","0.12962963","3.6","2.7","1.933333333","1.45","0.466666667","0.35","0.466666667","0.35","53.7037037","50","75","2.14117647","12.88888889","17.18518519","15.55555556","20.74074074","15.55555556","20.74074074","4.758169934","6.344226579","31.11111111","41.48148148"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00044","","","","20","17","5.5","35","13","9.1","0.4","1","28.34331337","4.1955624","29.0589161","1.804176","1.1871241","160.4286346","105.3985443","61.1707115","1.54838","3.1050582","11.3485613","0.0092455","9.5","15","48","0.26","0.030769231","0.197916667","2.823529412","2.4","2.058823529","1.75","0.558823529","0.475","0.323529412","0.275","72.91666667","63.33333333","85","2.69261477","20.22222222","23.79084967","21.11111111","24.83660131","12.22222222","14.37908497","5.983588378","7.039515739","33.33333333","39.21568627"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00045","","","","20","20","9","39","38","8","1.5","1","30.4950495","3.2786007","27.6149578","1.5305792","1.009788","187.7902527","107.5052567","59.1619377","3.2247512","5.4011712","13.2654963","0.3753228","9.5","18.5","77","0.205128205","0.039473684","0.123376623","3.85","3.85","1.95","1.95","0.475","0.475","0.45","0.45","50.64935065","51.35135135","100","2.897029703","17.77777778","17.77777778","21.11111111","21.11111111","20","20","6.437843783","6.437843783","41.11111111","41.11111111"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00046","","","","20","18","8.4","19","45","6","2.5","1","31.17647059","4.056572","27.6074486","1.6139655","1.0499333","204.5211334","106.5932007","61.0181847","2.1735232","3.8714249","12.8520231","0.4800338","8.5","16.9","64","0.315789474","0.055555556","0.1328125","3.555555556","3.2","1.055555556","0.95","0.472222222","0.425","0.466666667","0.42","29.6875","50.29585799","90","2.65","13.33333333","14.81481481","18.88888889","20.98765432","18.66666667","20.74074074","5.888888889","6.543209877","37.55555556","41.72839506"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00047","","","","20","13","3.9","19","19","4","0.8","1","30.51181102","4.4999533","34.375","1.9870815","1.3274662","219.4094696","121.3726273","59.9703064","1.835559","3.1945608","11.5934544","0.5169419","4.8","8.7","38","0.210526316","0.042105263","0.126315789","2.923076923","1.9","1.461538462","0.95","0.369230769","0.24","0.3","0.195","50","55.17241379","65","1.464566929","8.888888889","13.67521368","10.66666667","16.41025641","8.666666667","13.33333333","3.254593175","5.007066424","19.33333333","29.74358974"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00048","","","","20","16","4.8","15","35","4.9","2","1","31.08910891","4.9674978","38.9529305","2.0741549","1.3295292","223.7090912","126.5714493","60.1047897","2.5820627","4.364429","10.7553177","0.6682192","6.9","11.7","50","0.326666667","0.057142857","0.138","3.125","2.5","0.9375","0.75","0.43125","0.345","0.3","0.24","30","58.97435897","80","2.145148515","10.88888889","13.61111111","15.33333333","19.16666667","10.66666667","13.33333333","4.7669967","5.958745874","26","32.5"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00049","","","","20","8","8","9","4","3.5","0.2","3","33.33333333","3.7534063","21.2595501","1.437166","0.9447678","164.7170868","91.973938","62.6410255","3.9211469","6.3867383","7.9381151","0.4424071","3.7","11.7","13","0.388888889","0.05","0.284615385","1.625","0.65","1.125","0.45","0.4625","0.185","1","0.4","69.23076923","31.62393162","40","1.233333333","7.777777778","19.44444444","8.222222222","20.55555556","17.77777778","44.44444444","2.74074074","6.851851851","26","65"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00050","","","","20","5","2.5","6","6","1","0.4","7","34.8785872","4.5684876","19.7315483","1.5614309","1.054686","114.6074677","85.3388824","66.3488693","1.7359276","3.2851405","7.6331167","0.0527315","1.4","3.9","12","0.166666667","0.066666667","0.116666667","2.4","0.6","1.2","0.3","0.28","0.07","0.5","0.125","50","35.8974359","25","0.488300221","2.222222222","8.888888889","3.111111111","12.44444444","5.555555556","22.22222222","1.085111602","4.340446407","8.666666667","34.66666667"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00051","","","","20","18","11.5","17","29","4.5","1","1","29.54091816","4.4322734","28.9211559","1.7364482","1.201431","130.1553955","105.122345","59.0519295","2.0529764","3.7329438","15.1665697","0.6777027","5.5","17","46","0.264705882","0.034482759","0.119565217","2.555555556","2.3","0.944444444","0.85","0.305555556","0.275","0.638888889","0.575","36.95652174","32.35294118","90","1.624750499","10","11.11111111","12.22222222","13.58024691","25.55555556","28.39506173","3.610556664","4.011729627","37.77777778","41.97530864"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00052","","","","20","17","10","14","25","2.1","1","7","30.18018018","6.0748062","26.7066746","1.9993384","1.3306425","151.8930664","114.1157684","58.778389","1.5250229","2.9261835","14.7121458","0.6234559","3.1","13.1","39","0.15","0.04","0.079487179","2.294117647","1.95","0.823529412","0.7","0.182352941","0.155","0.588235294","0.5","35.8974359","23.66412214","85","0.935585586","4.666666667","5.490196078","6.888888889","8.104575163","22.22222222","26.14379085","2.079079079","2.445975387","29.11111111","34.24836601"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00053","","","","20","10","5.3","29","10","3.6","0.5","1","28","5.4187846","36.2646828","2.0093033","1.2362076","102.8680725","93.6265335","58.885891","3.2651973","4.6857495","12.0601034","0.415722","4.1","9.4","39","0.124137931","0.05","0.105128205","3.9","1.95","2.9","1.45","0.41","0.205","0.53","0.265","74.35897436","43.61702128","50","1.148","8","16","9.111111111","18.22222222","11.77777778","23.55555556","2.551111111","5.102222222","20.88888889","41.77777778"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00054","","","","20","12","5.5","23","26","3.4","0.7","5","28.03180915","4.8243947","38.3650398","2.0063915","1.2745272","160.501709","113.9611282","58.3821754","3.1033127","5.1672955","13.8050623","0.5769241","4.1","9.6","49","0.147826087","0.026923077","0.083673469","4.083333333","2.45","1.916666667","1.15","0.341666667","0.205","0.458333333","0.275","46.93877551","42.70833333","60","1.149304175","7.555555556","12.59259259","9.111111111","15.18518519","12.22222222","20.37037037","2.554009278","4.25668213","21.33333333","35.55555556"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00055","","","","20","16","6","18","10","4.1","0.4","3","29.44664032","6.046977","11.44977","2.0236168","1.2262373","113.8786087","94.1306458","60.1179924","4.1311436","5.8008814","6.7492628","0.917728","4.5","10.5","28","0.227777778","0.04","0.160714286","1.75","1.4","1.125","0.9","0.28125","0.225","0.375","0.3","64.28571429","42.85714286","80","1.325098814","9.111111111","11.38888889","10","12.5","13.33333333","16.66666667","2.944664032","3.68083004","23.33333333","29.16666667"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00056","","","","20","14","3.4","22","8","5.5","0.5","3","27.07509881","4.6395845","17.4989281","1.8665909","1.0970093","107.5922699","86.1124496","59.0728455","5.1152959","7.2479343","7.1852016","0.5873333","6","9.4","30","0.25","0.0625","0.2","2.142857143","1.5","1.571428571","1.1","0.428571429","0.3","0.242857143","0.17","73.33333333","63.82978723","70","1.624505929","12.22222222","17.46031746","13.33333333","19.04761905","7.555555556","10.79365079","3.610013175","5.157161678","20.88888889","29.84126984"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00057","","","","20","12","2.8","18","65","3.5","1.4","5","23.26043738","6.8129044","36.085598","2.2919123","1.3608403","149.9133759","108.803894","50.0567894","4.1461444","6.5720348","16.308754","0.5587602","4.9","7.7","83","0.194444444","0.021538462","0.059036145","6.916666667","4.15","1.5","0.9","0.408333333","0.245","0.233333333","0.14","21.68674699","63.63636364","60","1.139761432","7.777777778","12.96296296","10.88888889","18.14814815","6.222222222","10.37037037","2.532803181","4.221338636","17.11111111","28.51851852"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00058","","","","20","18","4","19","65","4","1.4","3","22.98624754","4.479763","36.2497902","1.9849991","1.1941456","203.0907898","110.6502686","47.5986252","6.3149157","9.4622021","15.1658392","0.4986157","5.4","9.4","84","0.210526316","0.021538462","0.064285714","4.666666667","4.2","1.055555556","0.95","0.3","0.27","0.222222222","0.2","22.61904762","57.44680851","90","1.241257367","8.888888889","9.87654321","12","13.33333333","8.888888889","9.87654321","2.758349705","3.064833005","20.88888889","23.20987654"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00059","","","","20","17","3.7","41","11","6.5","0.1","1","23.86587771","6.6338191","38.2533455","2.3650961","1.5489696","105.921051","110.1672592","49.6863899","1.7632716","3.4485304","23.8695984","0.8679317","6.6","10.3","52","0.158536585","0.009090909","0.126923077","3.058823529","2.6","2.411764706","2.05","0.388235294","0.33","0.217647059","0.185","78.84615385","64.0776699","85","1.575147929","14.44444444","16.99346405","14.66666667","17.25490196","8.222222222","9.673202614","3.500328731","4.118033801","22.88888889","26.92810458"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00060","","","","20","16","3.8","24","46","3.6","1","3","23.6","4.7302542","40.4913445","2.0725479","1.3903784","150.0456848","116.5168686","48.9712257","3.2813418","5.308063","22.1146297","1.0530776","4.6","8.4","70","0.15","0.02173913","0.065714286","4.375","3.5","1.5","1.2","0.2875","0.23","0.2375","0.19","34.28571429","54.76190476","80","1.0856","8","10","10.22222222","12.77777778","8.444444444","10.55555556","2.412444444","3.015555556","18.66666667","23.33333333"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00061","","","","20","17","3","8","19","1.3","0.6","5","25.2","6.709878","","2.0820975","1.2399855","107.9095306","96.8164215","53.7686195","5.624825","8.4221239","12.2802477","0.9226695","1.9","4.9","27","0.1625","0.031578947","0.07037037","1.588235294","1.35","0.470588235","0.4","0.111764706","0.095","0.176470588","0.15","29.62962963","38.7755102","85","0.4788","2.888888889","3.39869281","4.222222222","4.967320261","6.666666667","7.843137255","1.064","1.251764706","10.88888889","12.81045752"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00062","","","","20","13","4.2","15","12","1.8","0.4","5","24.80314961","3.0081148","","1.4477625","0.9237173","83.5034103","82.5066147","57.6544876","4.0305638","6.1843333","13.3624601","0.2962903","2.2","6.4","27","0.12","0.033333333","0.081481481","2.076923077","1.35","1.153846154","0.75","0.169230769","0.11","0.323076923","0.21","55.55555556","34.375","65","0.545669291","4","6.153846154","4.888888889","7.521367521","9.333333333","14.35897436","1.212598425","1.865536039","14.22222222","21.88034188"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00063","","","","20","15","10","15","23","2.5","0.6","3","29.6875","2.8612003","30.978756","1.4959551","1.0265417","181.0952454","94.7137299","61.2628174","2.7128644","4.4850893","11.9670486","0.3135203","3.1","13.1","38","0.166666667","0.026086957","0.081578947","2.533333333","1.9","1","0.75","0.206666667","0.155","0.666666667","0.5","39.47368421","23.66412214","75","0.9203125","5.555555556","7.407407407","6.888888889","9.185185185","22.22222222","29.62962963","2.045138889","2.726851852","29.11111111","38.81481481"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00064","","","","20","18","15","2","16","0.5","0.4","7","32.53968254","3.1863191","39.1572762","1.4471403","0.9832411","248.812439","98.2651596","58.5059395","3.7824888","5.716084","12.3182726","0.7209359","0.9","15.9","18","0.25","0.025","0.05","1","0.9","0.111111111","0.1","0.05","0.045","0.833333333","0.75","11.11111111","5.660377358","90","0.292857143","1.111111111","1.234567901","2","2.222222222","33.33333333","37.03703704","0.650793651","0.723104056","35.33333333","39.25925926"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00065","","","","20","16","9","15","38","3.8","1.7","3","28.125","3.6099081","26.0461273","1.6401128","1.0550758","134.6548157","91.1435776","57.8883667","3.5069301","5.3398809","13.594758","0.3670587","5.5","14.5","53","0.253333333","0.044736842","0.103773585","3.3125","2.65","0.9375","0.75","0.34375","0.275","0.5625","0.45","28.30188679","37.93103448","80","1.546875","8.444444444","10.55555556","12.22222222","15.27777778","20","25","3.4375","4.296875","32.22222222","40.27777778"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00066","","","","20","13","5.5","19","16","2.5","0.5","5","31.33732535","3.7418041","23.1708183","1.6089599","1.1106267","164.9069214","94.5340729","63.7136993","1.6127709","2.9803178","12.5366344","0.5072562","3","8.5","35","0.131578947","0.03125","0.085714286","2.692307692","1.75","1.461538462","0.95","0.230769231","0.15","0.423076923","0.275","54.28571429","35.29411765","65","0.940119761","5.555555556","8.547008547","6.666666667","10.25641026","12.22222222","18.8034188","2.089155023","3.214084651","18.88888889","29.05982906"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00067","","","","20","18","9","36","90","4.5","2.4","1","29.6812749","4.1009173","","1.7296737","1.059815","83.9353104","70.1141434","61.8648987","1.7069333","3.1525919","13.0752201","0.335673","6.9","15.9","126","0.125","0.026666667","0.054761905","7","6.3","2","1.8","0.383333333","0.345","0.5","0.45","28.57142857","43.39622642","90","2.048007968","10","11.11111111","15.33333333","17.03703704","20","22.22222222","4.551128818","5.056809798","35.33333333","39.25925926"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00068","","","","20","18","5","42","42","5.6","1","1","35.58648111","5.541429","","1.7580343","1.1670002","116.3283615","85.6770554","65.1146774","0.7096636","1.9292415","11.2521315","0","6.6","11.6","84","0.133333333","0.023809524","0.078571429","4.666666667","4.2","2.333333333","2.1","0.366666667","0.33","0.277777778","0.25","50","56.89655172","90","2.348707753","12.44444444","13.82716049","14.66666667","16.2962963","11.11111111","12.34567901","5.219350563","5.799278403","25.77777778","28.64197531"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00069","","","","20","11","23","10","0","1.1","0","5","37.5","3.7647078","25.1767025","1.5811645","1.0393138","140.8783722","79.9295273","68.5577927","1.4147477","2.6534967","6.7995906","0.2765037","1.1","24.1","10","0.11","","0.11","0.909090909","0.5","0.909090909","0.5","0.1","0.055","2.090909091","1.15","100","4.564315353","55","0.4125","2.444444444","4.444444444","2.444444444","4.444444444","51.11111111","92.92929293","0.916666667","1.666666667","53.55555556","97.37373737"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00070","","","","20","11","11.5","6","9","0.7","0.3","7","33.92504931","4.1659379","14.2660866","1.699182","1.1443783","136.5650024","75.98246","67.449501","1.5810713","2.9848688","6.6343746","0.1844035","1","12.5","15","0.116666667","0.033333333","0.066666667","1.363636364","0.75","0.545454545","0.3","0.090909091","0.05","1.045454545","0.575","40","8","55","0.339250493","1.555555556","2.828282828","2.222222222","4.04040404","25.55555556","46.46464646","0.753889985","1.370709063","27.77777778","50.50505051"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00071","","","","20","18","6","24","27","3.1","1.2","3","31.74603175","4.2403364","37.9205132","1.6376181","1.181522","120.0348206","78.4333801","62.7458878","0.907186","2.2394345","13.1126604","0.1298724","4.3","10.3","51","0.129166667","0.044444444","0.084313725","2.833333333","2.55","1.333333333","1.2","0.238888889","0.215","0.333333333","0.3","47.05882353","41.74757282","90","1.365079365","6.888888889","7.654320988","9.555555556","10.61728395","13.33333333","14.81481481","3.033509701","3.370566334","22.88888889","25.43209877"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00072","","","","20","19","4","35","51","2.5","1","1","29.6222664","4.0878229","42.6965065","1.702414","1.0883052","135.7532959","89.044754","56.8552017","3.2615218","5.4356565","14.7416534","0.6680623","3.5","7.5","86","0.071428571","0.019607843","0.040697674","4.526315789","4.3","1.842105263","1.75","0.184210526","0.175","0.210526316","0.2","40.69767442","46.66666667","95","1.036779324","5.555555556","5.847953216","7.777777778","8.187134503","8.888888889","9.356725146","2.303954053","2.425214793","16.66666667","17.54385965"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00073","","","","20","13","5.7","15","27","3","1.5","3","31.02766798","3.1193371","10.346611","1.3255422","0.8464239","105.2740555","72.3476334","63.4049072","3.7480781","5.8182263","8.4319458","0.3940183","4.5","10.2","42","0.2","0.055555556","0.107142857","3.230769231","2.1","1.153846154","0.75","0.346153846","0.225","0.438461538","0.285","35.71428571","44.11764706","65","1.396245059","6.666666667","10.25641026","10","15.38461538","12.66666667","19.48717949","3.102766798","4.773487382","22.66666667","34.87179487"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00074","","","","20","11","3.4","13","11","2.6","0.5","5","29.64426877","3.5072682","27.3856888","1.4132124","0.8671734","97.9362946","71.0086899","61.9128036","3.7897513","5.8483529","9.1870947","0.196579","3.1","6.5","24","0.2","0.045454545","0.129166667","2.181818182","1.2","1.181818182","0.65","0.281818182","0.155","0.309090909","0.17","54.16666667","47.69230769","55","0.918972332","5.777777778","10.50505051","6.888888889","12.52525253","7.555555556","13.73737374","2.042160737","3.713019523","14.44444444","26.26262626"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00075","","","","20","20","7.5","29","90","4.5","3.4","1","30.81510934","3.926914","39.5328407","1.6564755","1.1144898","97.0983734","77.3014221","59.3700447","2.3723075","4.2176394","14.1452017","0.6055657","7.9","15.4","119","0.155172414","0.037777778","0.066386555","5.95","5.95","1.45","1.45","0.395","0.395","0.375","0.375","24.3697479","51.2987013","100","2.434393638","10","10","17.55555556","17.55555556","16.66666667","16.66666667","5.40976364","5.40976364","34.22222222","34.22222222"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00076","","","","20","20","5.5","30","75","4","2.6","3","31.54761905","4.3355255","37.5418892","1.650088","1.0950052","130.0752106","82.9395523","59.3965416","2.615278","4.6139579","14.0398169","0.6816541","6.6","12.1","105","0.133333333","0.034666667","0.062857143","5.25","5.25","1.5","1.5","0.33","0.33","0.275","0.275","28.57142857","54.54545455","100","2.082142857","8.888888889","8.888888889","14.66666667","14.66666667","12.22222222","12.22222222","4.626984127","4.626984127","26.88888889","26.88888889"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00077","","","","20","16","2.5","30","14","4.5","0.4","3","28.09430255","3.7824521","4.3186889","1.3345329","0.8418592","87.4350586","70.2876358","59.132515","5.8420706","8.2956629","8.9087029","0.5472694","4.9","7.4","44","0.15","0.028571429","0.111363636","2.75","2.2","1.875","1.5","0.30625","0.245","0.15625","0.125","68.18181818","66.21621622","80","1.376620825","10","12.5","10.88888889","13.61111111","5.555555556","6.944444444","3.059157389","3.823946736","16.44444444","20.55555556"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00078","","","","20","13","2","13","8","2.3","0.4","5","26.08695652","4.0795193","4.0406022","1.556054","0.9910088","132.6072998","87.1233978","55.8419151","5.8492599","8.5606489","11.6876707","0.6783947","2.7","4.7","21","0.176923077","0.05","0.128571429","1.615384615","1.05","1","0.65","0.207692308","0.135","0.153846154","0.1","61.9047619","57.44680851","65","0.704347826","5.111111111","7.863247863","6","9.230769231","4.444444444","6.837606838","1.565217391","2.408026756","10.44444444","16.06837607"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00079","","","","20","18","9.5","22","59","5.5","2.5","3","31.28712871","3.8878779","39.1453133","1.5444738","1.0043412","153.3030396","78.7472534","61.443161","3.0102947","4.6535997","11.8781719","0.6928673","8","17.5","81","0.25","0.042372881","0.098765432","4.5","4.05","1.222222222","1.1","0.444444444","0.4","0.527777778","0.475","27.16049383","45.71428571","90","2.502970297","12.22222222","13.58024691","17.77777778","19.75308642","21.11111111","23.45679012","5.562156215","6.180173572","38.88888889","43.20987654"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00080","","","","20","20","4.5","16","16","2.3","0.6","5","31.82711198","3.9403138","39.5921898","1.4996401","0.9408241","96.9786072","67.920929","62.2849808","3.3823068","5.1336694","10.1918812","0.3607387","2.9","7.4","32","0.14375","0.0375","0.090625","1.6","1.6","0.8","0.8","0.145","0.145","0.225","0.225","50","39.18918919","100","0.922986247","5.111111111","5.111111111","6.444444444","6.444444444","10","10","2.05108055","2.05108055","16.44444444","16.44444444"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00081","","","","20","20","14","8","41","2.1","1.3","5","31.34920635","2.6882439","20.8591766","1.1273392","0.7100353","79.7649078","68.5303726","60.9002266","5.6201706","8.2525005","7.3422685","0.6212783","3.4","17.4","49","0.2625","0.031707317","0.069387755","2.45","2.45","0.4","0.4","0.17","0.17","0.7","0.7","16.32653061","19.54022989","100","1.065873016","4.666666667","4.666666667","7.555555556","7.555555556","31.11111111","31.11111111","2.368606702","2.368606702","38.66666667","38.66666667"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00082","","","","20","18","14","28","19","3.6","0.4","5","29.1913215","2.514457","23.4008064","1.2209295","0.7473406","94.1908188","69.4999466","60.9325752","4.7373981","6.9917836","9.2116814","0.4155172","4","18","47","0.128571429","0.021052632","0.085106383","2.611111111","2.35","1.555555556","1.4","0.222222222","0.2","0.777777778","0.7","59.57446809","22.22222222","90","1.16765286","8","8.888888889","8.888888889","9.87654321","31.11111111","34.56790123","2.594784133","2.883093481","40","44.44444444"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00083","","","","20","12","5.5","11","8","1.5","0.4","5","38.2","5.3089466","0.6605472","1.4101615","1.0659997","98.022644","79.4790192","67.9092102","2.0222754","3.5529025","4.6103125","0.0448189","1.9","7.4","19","0.136363636","0.05","0.1","1.583333333","0.95","0.916666667","0.55","0.158333333","0.095","0.458333333","0.275","57.89473684","25.67567568","60","0.7258","3.333333333","5.555555556","4.222222222","7.037037037","12.22222222","20.37037037","1.612888889","2.688148148","16.44444444","27.40740741"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00084","","","","20","15","16","8","4","1","0.4","7","34.36893204","5.9988613","0","1.572881","1.1388292","100.1924057","90.2436295","67.8898468","1.1658363","2.5595446","7.1807566","0.1610883","1.4","17.4","12","0.125","0.1","0.116666667","0.8","0.6","0.533333333","0.4","0.093333333","0.07","1.066666667","0.8","66.66666667","8.045977011","75","0.481165049","2.222222222","2.962962963","3.111111111","4.148148148","35.55555556","47.40740741","1.069255663","1.425674218","38.66666667","51.55555556"
